0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
l8ugp31t,Croft,Michael,86337,8,32,Won 2-1,natca01,1548.84,1565.9,8wajp53c,"Kasunich, Rodney",1497.61,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86369,9,21,Won 2-1,natca01,1565.9,1582.71,3m96slyr,"Thicke, Michael",1500.18,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
l8ugp31t,Croft,Michael,86403,10,19,Lost 1-2,natca01,1582.71,1563.06,r293nvlm,"Parton, Chris",1492.52,,2001-07-20,False,2001 Canada National Championship,http://web.archive.org/web/20130511025531/http://www.wizards.com/sideboard/event.asp?event=CANNAT01,national,mixed
5ysod3tm,Devenport,David,5799,1,92,Lost 0-0,ptla9899,1500.0,1482.0,hlwt81oy,"Kassis, Eli",1500.0,8.0,1999-02-26,True,Pro Tour Los Angeles 1999,https://web.archive.org/web/19990427221821/http://www.wizards.com:80/ProTour/LA_98_Cybercast.html,pt,UGS rochester
5ysod3tm,Devenport,David,5984,2,112,Won 2-0,ptla9899,1482.0,1500.0,otpumr3u,"Ysunza, Alberto",1482.0,8.0,1999-02-26,True,Pro Tour Los Angeles 1999,https://web.archive.org/web/19990427221821/http://www.wizards.com:80/ProTour/LA_98_Cybercast.html,pt,UGS rochester
5ysod3tm,Devenport,David,6056,3,19,Won 2-0,ptla9899,1500.0,1518.65,1xh5kt7x,"Burgner, Kurt",1535.69,8.0,1999-02-26,True,Pro Tour Los Angeles 1999,https://web.archive.org/web/19990427221821/http://www.wizards.com:80/ProTour/LA_98_Cybercast.html,pt,UGS rochester
5ysod3tm,Devenport,David,6221,4,21,Lost 0-2,ptla9899,1518.65,1505.63,7d05pfwn,"Finkel, Jon",1798.6,8.0,1999-02-26,True,Pro Tour Los Angeles 1999,https://web.archive.org/web/19990427221821/http://www.wizards.com:80/ProTour/LA_98_Cybercast.html,pt,UGS rochester
5ysod3tm,Devenport,David,6474,5,113,Won 2-1,ptla9899,1505.63,1523.57,ixu3os0g,"Krause, Jens",1502.71,8.0,1999-02-26,True,Pro Tour Los Angeles 1999,https://web.archive.org/web/19990427221821/http://www.wizards.com:80/ProTour/LA_98_Cybercast.html,pt,UGS rochester
5ysod3tm,Devenport,David,6593,6,68,Lost 0-0,ptla9899,1523.57,1508.82,tzu75jdp,"Selden, Brian",1703.64,8.0,1999-02-26,True,Pro Tour Los Angeles 1999,https://web.archive.org/web/19990427221821/http://www.wizards.com:80/ProTour/LA_98_Cybercast.html,pt,UGS rochester
5ysod3tm,Devenport,David,6771,7,98,Won 0-0,ptla9899,1508.82,1526.74,jxuxizzh,"Lee, Jee Hang",1504.31,8.0,1999-02-26,True,Pro Tour Los Angeles 1999,https://web.archive.org/web/19990427221821/http://www.wizards.com:80/ProTour/LA_98_Cybercast.html,pt,UGS rochester
5ysod3tm,Devenport,David,18179,1,148,Lost 0-2,ptlon9900,1526.74,1511.91,dpn76t3s,"Toikka, Seppo",1702.56,8.0,1999-10-15,True,Pro Tour London 1999,https://web.archive.org/web/20011122045935/http://www.wizards.com:80/International/sideboard/ptlondon99/ptlondon.coverage.asp,pt,UDS draft
5ysod3tm,Devenport,David,18254,2,69,Won 2-0,ptlon9900,1511.91,1529.37,7denbov4,"Smith, Jake [ENG]",1482.26,8.0,1999-10-15,True,Pro Tour London 1999,https://web.archive.org/web/20011122045935/http://www.wizards.com:80/International/sideboard/ptlondon99/ptlondon.coverage.asp,pt,UDS draft
5ysod3tm,Devenport,David,18360,3,21,Lost 0-2,ptlon9900,1529.37,1509.71,onlzvkiu,"Peleg, Uri",1438.21,8.0,1999-10-15,True,Pro Tour London 1999,https://web.archive.org/web/20011122045935/http://www.wizards.com:80/International/sideboard/ptlondon99/ptlondon.coverage.asp,pt,UDS draft
5ysod3tm,Devenport,David,18526,4,33,Lost 0-2,ptlon9900,1509.71,1494.95,rir6a0pu,"Lo Moro, Raffaele",1689.17,8.0,1999-10-15,True,Pro Tour London 1999,https://web.archive.org/web/20011122045935/http://www.wizards.com:80/International/sideboard/ptlondon99/ptlondon.coverage.asp,pt,UDS draft
5ysod3tm,Devenport,David,18707,5,60,Won 2-1,ptlon9900,1494.95,1514.81,o1wo7u5a,"Dworak, Florian",1596.83,8.0,1999-10-15,True,Pro Tour London 1999,https://web.archive.org/web/20011122045935/http://www.wizards.com:80/International/sideboard/ptlondon99/ptlondon.coverage.asp,pt,UDS draft
5ysod3tm,Devenport,David,18826,6,28,Lost 0-2,ptlon9900,1514.81,1501.09,6mia5w8m,"Konstanczer, Andre",1754.19,8.0,1999-10-15,True,Pro Tour London 1999,https://web.archive.org/web/20011122045935/http://www.wizards.com:80/International/sideboard/ptlondon99/ptlondon.coverage.asp,pt,UDS draft
5ysod3tm,Devenport,David,18960,7,24,Won 2-1,ptlon9900,1501.09,1518.55,cennx2oy,"Rikberg, Svante",1471.42,8.0,1999-10-15,True,Pro Tour London 1999,https://web.archive.org/web/20011122045935/http://www.wizards.com:80/International/sideboard/ptlondon99/ptlondon.coverage.asp,pt,UDS draft
5ysod3tm,Devenport,David,23878,1,15,Lost 0-2,ptchi9900,1518.55,1499.93,rki0bk6d,"Osterberg, Rickard",1484.87,8.0,1999-12-03,True,Pro Tour Chicago 1999,https://web.archive.org/web/20130511041917/https://www.wizards.com/sideboard/article.asp?x=PTCHICAGO9900/welcome,pt,extended
