Id,name,money,nationality,teams
maxence-achoun,Maxence Achoun,0,France,empty
benjamin-mund,Benjamin Mund,0,France,empty
juan-manuel-delgado-bernal,Juan Manuel Delgado Bernal,0,Spain,empty
corrado-anchisi,Corrado Anchisi,0,Italy,empty
carlo-gadaleta-caldarola,Carlo Gadaleta Caldarola,0,Italy,empty
manuel-gomez,Manuel Gomez,0,Spain,empty
julien-burgan,Julien Burgan,0,France,empty
thore-hehn,Thore Hehn,0,Germany,empty
paul-berthet,Paul Berthet,0,empty,empty
stefano-gerardis,Stefano Gerardis,0,Italy,empty
lee-brook,Lee Brook,0,empty,empty
dennis-nolte,Dennis Nolte,0,Germany,empty
nicolas-gicquel,Nicolas Gicquel,0,empty,empty
frederic-forte,Frederic Forte,0,empty,empty
marcelo-merino-bustos,Marcelo Merino-Bustos,0,empty,empty
hans-schrijvers,Hans Schrijvers,0,Belgium,empty
arnaud-vilain,Arnaud Vilain,0,France,empty
nicolas-guidez,Nicolas Guidez,0,empty,empty
jaroslav-chovan,Jaroslav Chovan,0,Slovakia,empty
antoine-urset,Antoine Urset,0,empty,empty
pierre-gruson,Pierre Gruson,0,France,empty
martin-davant,Martin Davant,0,France,empty
denis-leber,Denis Leber,0,Germany,empty
maximilian-gredel,Maximilian Gredel,0,Germany,empty
sebastien-gay-le-lamer,Sebastien Gay le Lamer,0,France,empty
vincent-meijers,Vincent Meijers,0,Netherlands,empty
remi-tosi,Remi Tosi,0,France,empty
frederic-urvoy,Frederic Urvoy,0,France,empty
tim-hendrickx,Tim Hendrickx,0,Belgium,empty
friedemann-walzer,Friedemann Walzer,0,Germany,empty
raphael-dolscheid,Raphael Dolscheid,0,Germany,empty
maxime-hoube,Maxime Hoube,0,France,empty
luis-eduardo-martin-hernandez,Luis Eduardo Martin Hernandez,0,Spain,empty
jop-de-leijer,Jop de Leijer,0,Netherlands,empty
kresimir-vurnek,Kresimir Vurnek,0,Croatia,empty
jonas-brandt,Jonas Brandt,0,Germany,empty
charly-caquineau,Charly Caquineau,0,England,empty
jens-nienhaus,Jens Nienhaus,0,Germany,empty
gilles-delhaye,Gilles Delhaye,0,France,empty
olivier-gheysen,Olivier Gheysen,0,United Arab Emirates,empty
mikko-frisk,Mikko Frisk,0,Finland,empty
romain-chassagne,Romain Chassagne,0,France,empty
paul-sokolov,Paul Sokolov,0,Germany,empty
bastien-espargiliere,Bastien Espargiliere,0,France,empty
yannick-snellings,Yannick Snellings,0,Belgium,empty
sebastien-patard,Sebastien Patard,0,France,empty
emmanuel-de-jesus-pequeno,Emmanuel de Jesus Pequeno,0,France,empty
vincent-vrankenne,Vincent Vrankenne,0,Belgium,empty
marek-hanski,Marek Hanski,0,Poland,empty
krzysztof-kupinski,Krzysztof Kupinski,0,Poland,empty
guillaume-sie,Guillaume Sie,0,France,empty
ilias-tselios,Ilias Tselios,0,Greece,empty
gabriel-nguyen,Gabriel Nguyen,0,France,empty
soz-ar,Soz Ar,0,Turkey,empty
peter-michael-bahr,Peter Michael Bahr,0,Germany,empty
bruno-matos,Bruno Matos,0,Portugal,empty
kevin-hecquet,Kevin Hecquet,0,France,empty
lloyd-greenaway,Lloyd Greenaway,0,United Kingdom of Great Britain and Northern Ireland,empty
jan-verwijmeren,Jan Verwijmeren,0,Netherlands,empty
christophe-boucardey,Christophe Boucardey,0,France,empty
britt-fitch,Britt Fitch,0,United States of America,empty
dave-roderer,Dave Roderer,0,United States of America,empty
roger-sorino,Roger Sorino,0,United States of America,empty
skye-thomsen,Skye Thomsen,0,United States of America,empty
garrett-schaper,Garrett Schaper,0,United States of America,empty
eugene-turk,Eugene Turk,0,empty,empty
eugene-vanzander,Eugene Vanzander,0,empty,empty
drew-mclean,Drew McLean,0,United States of America,empty
jason-means,Jason Means,0,United States of America,empty
randy-ellis,Randy Ellis,0,United States of America,empty
brian-joyce,Brian Joyce,0,United States of America,empty
jess-weiford,Jess Weiford,0,empty,empty
jacob-rabinowitz,Jacob Rabinowitz,0,United States of America,empty
alex-leader-smith,Alex Leader-Smith,0,United States of America,empty
pat-mcgregor,Pat McGregor,0,United States of America,empty
eric-darland,Eric Darland,0,United States of America,empty
steven-utter,Steven Utter,0,United States of America,empty
chris-connelly,Chris Connelly,0,empty,empty
john-lacasse,John LaCasse,0,empty,empty
sean-colgan,Sean Colgan,0,empty,empty
matt-hansen,Matt Hansen,0,United States of America,empty
michael-catapano,Michael Catapano,0,United States of America,empty
sam-hopkins,Sam Hopkins,0,United States of America,empty
brendan-o-donnell,Brendan O'Donnell,0,United States of America,empty
joshua-schneier,Joshua Schneier,0,empty,empty
nick-wilbur,Nick Wilbur,0,empty,empty
bruce-brewington,Bruce Brewington,0,empty,empty
chris-ripple,Chris Ripple,0,United States of America,empty
josh-jacobson,Josh Jacobson,0,United States of America,empty
michael-mushaty,Michael Mushaty,0,empty,empty
yoni-skolnik,Yoni Skolnik,0,United States of America,empty
anthony-liberati,Anthony Liberati,0,empty,empty
phillip-tolson,Phillip Tolson,0,empty,empty
demetri-xenidis,Demetri Xenidis,0,empty,empty
bill-jannen,Bill Jannen,0,empty,empty
jon-wdowiasz,Jon Wdowiasz,0,United States of America,empty
bing-luke,Bing Luke,0,United States of America,empty
jonathan-rizzo,Jonathan Rizzo,0,Argentina,empty
david-austin,David Austin,0,United States of America,empty
justin-parent,Justin Parent,0,United States of America,empty
daniel-rein,Daniel Rein,0,United States of America,empty
travis-sowers,Travis Sowers,0,United States of America,empty
carl-versteeg,Carl Versteeg,0,United States of America,empty
mason-sokol,Mason Sokol,0,United States of America,empty
jia-yi-chen,Jia-Yi Chen,0,China,empty
christian-vasquez,Christian Vasquez,0,United States of America,empty
rada-rudyak,Rada Rudyak,0,United States of America,empty
anthony-scalzo,Anthony Scalzo,0,United States of America,empty
jay-tse,Jay Tse,0,United States of America,empty
adam-hartzler,Adam Hartzler,0,United States of America,empty
trent-borden,Trent Borden,0,United States of America,empty
jonathan-rackowksi,Jonathan Rackowksi,0,United States of America,empty
mark-evaldi,Mark Evaldi,0,United States of America,empty
bradley-grant,Bradley Grant,0,United States of America,empty
mario-michlits,Mario Michlits,0,Austria,empty
carmen-barrasso,Carmen Barrasso,0,United States of America,empty
jeremy-denmon,Jeremy Denmon,0,United States of America,empty
christian-hammer,Christian Hammer,0,United States of America,empty
ethan-ansorge,Ethan Ansorge,0,United States of America,empty
doug-prosak,Doug Prosak,0,United States of America,empty
john-chase,John Chase,0,United States of America,empty
pat-eshghy,Pat Eshghy,0,United States of America,empty
adam-yetter,Adam Yetter,0,United States of America,empty
andy-peters,Andy Peters,0,Canada,empty
carl-mitchell,Carl Mitchell,0,United States of America,empty
michael-mcgee,Michael McGee,0,United States of America,empty
dong-wu,Dong Wu,0,United States of America,empty
scott-katip,Scott Katip,0,United States of America,empty
jason-salvano,Jason Salvano,0,United States of America,empty
aaren-beaty,Aaren Beaty,0,United States of America,empty
meru-bhanot,Meru Bhanot,0,United States of America,empty
frazer-goldberg,Frazer Goldberg,0,United States of America,empty
ryan-ritrovato,Ryan Ritrovato,0,United States of America,empty
joe-coyne,Joe Coyne,0,United States of America,empty
jody-brint,Jody Brint,0,United States of America,empty
james-kandziolka,James Kandziolka,0,United States of America,empty
ira-polinsky,Ira Polinsky,0,United States of America,empty
jason-heidenthal,Jason Heidenthal,0,United States of America,empty
greg-kemper,Greg Kemper,0,United States of America,empty
terry-welty,Terry Welty,0,United States of America,empty
chris-demaci,Chris Demaci,0,United States of America,empty
mark-schick,Mark Schick,0,United States of America,empty
jeff-wrobleski,Jeff Wrobleski,0,empty,empty
kurt-burgner,Kurt Burgner,0,United States of America,empty
phil-harding,Phil Harding,0,empty,empty
caroline-kert,Caroline Kert,0,empty,empty
jeremy-brower,Jeremy Brower,0,United States of America,empty
matthew-mortensen,Matthew Mortensen,0,United States of America,empty
brian-foster,Brian Foster,0,United States of America,empty
darren-stokes,Darren Stokes,0,empty,empty
will-levin,Will Levin,0,United States of America,empty
arthur-macurda,Arthur Macurda,0,United States of America,empty
chad-white,Chad White,0,empty,empty
philip-arcuni,Philip Arcuni,0,United States of America,empty
jian-gu,Jian Gu,0,United States of America,empty
tylon-blas,Tylon Blas,0,empty,empty
ariel-coronel,Ariel Coronel,0,empty,empty
joshua-schenk,Joshua Schenk,0,empty,empty
junyu-li,Junyu Li,0,empty,empty
marcus-torrez,Marcus Torrez,0,empty,empty
michael-yi,Michael Yi,0,empty,empty
james-winn,James Winn,0,empty,empty
sam-meyer,Sam Meyer,0,empty,empty
john-valdez,John Valdez,0,empty,empty
chris-corrente,Chris Corrente,0,empty,empty
andres-baquero,Andres Baquero,0,United States of America,empty
gary-arant,Gary Arant,0,empty,empty
rachel-dillon,Rachel Dillon,0,empty,empty
justin-akiyama,Justin Akiyama,0,empty,empty
matt-spector,Matt Spector,0,empty,empty
zachery-benck,Zachery Benck,0,United States of America,empty
thomas-paguio,Thomas Paguio,0,United States of America,empty
matthew-taddei,Matthew Taddei,0,empty,empty
christopher-finley,Christopher Finley,0,United States of America,empty
ike-mcdonald,Ike McDonald,0,empty,empty
timothy-allen,Timothy Allen,0,empty,empty
christopher-garcia,Christopher Garcia,0,United States of America,empty
jae-joon-choi,Jae Joon Choi,0,Korea (Republic of),empty
michael-sylvestre,Michael Sylvestre,0,empty,empty
aaron-ezroj,Aaron Ezroj,0,United States of America,empty
rick-wood,Rick Wood,0,United States of America,empty
daniel-lee,Daniel Lee,0,empty,empty
clifford-morrison,Clifford Morrison,0,empty,empty
derek-wolters,Derek Wolters,0,empty,empty
jacob-kastner,Jacob Kastner,0,empty,empty
tommy-cecil,Tommy Cecil,0,United States of America,empty
john-hall,John Hall,0,United States of America,empty
brandon-cummings,Brandon Cummings,0,United States of America,empty
eric-engelhard,Eric Engelhard,0,United States of America,empty
brent-russon,Brent Russon,0,United States of America,empty
carlos-alexandre-dos-santos-esteves,Carlos Alexandre dos Santos Esteves,0,Brazil,"[{'season': 2017, 'team': 'La Perla Nera'}]"
dane-smith,Dane Smith,0,empty,empty
daniel-cash,Daniel Cash,0,empty,empty
thomas-niblock,Thomas Niblock,0,empty,empty
nigel-eves,Nigel Eves,0,Canada,empty
livingston-panhorst,Livingston Panhorst,0,empty,empty
benjamin-leslie,Benjamin Leslie,0,empty,empty
eric-lee,Eric Lee,0,empty,empty
josh-plett,Josh Plett,0,empty,empty
hawnlay-swen,Hawnlay Swen,0,empty,empty
wes-norman,Wes Norman,0,Canada,empty
alexander-corwith,Alexander Corwith,0,United States of America,empty
justin-baire,Justin Baire,0,empty,empty
shane-calloway,Shane Calloway,0,empty,empty
cesar-garza,Cesar Garza,0,empty,empty
andrew-richardson,Andrew Richardson,0,empty,empty
ray-pang,Ray Pang,0,empty,empty
scott-sansam,Scott Sansam,0,United States of America,empty
gray-swanson,Gray Swanson,0,empty,empty
benjamin-turensky,Benjamin Turensky,0,empty,empty
austin-goeltz,Austin Goeltz,0,United States of America,empty
robert-babis,Robert Babis,0,United States of America,empty
spencer-moran,Spencer Moran,0,empty,empty
bruno-moreno,Bruno Moreno,0,empty,empty
ian-jackson,Ian Jackson,0,United States of America,empty
john-nelson,John Nelson,0,empty,empty
daniel-mabee,Daniel Mabee,0,United States of America,empty
dustin-way,Dustin Way,0,empty,empty
estevan-lopez,Estevan Lopez,0,empty,empty
andrew-barnhart,Andrew Barnhart,0,empty,empty
jared-wright,Jared Wright,0,United States of America,empty
jorge-salud,Jorge Salud,0,Mexico,empty
travis-wagner,Travis Wagner,0,empty,empty
kevin-lai,Kevin Lai,0,empty,empty
david-stednitz,David Stednitz,0,empty,empty
p-j--melies,P.J. Melies,0,United States of America,empty
bryan-lam,Bryan Lam,0,empty,empty
richard-pfeifer,Richard Pfeifer,0,empty,empty
sally-galuska,Sally Galuska,0,empty,empty
matthew-james,Matthew James,0,empty,empty
ziad-zebib,Ziad Zebib,0,United States of America,empty
alex-hagedorn,Alex Hagedorn,0,United Kingdom of Great Britain and Northern Ireland,empty
seth-cole,Seth Cole,0,United States of America,empty
jay-toraty,Jay Toraty,0,United States of America,empty
matthew-yuen,Matthew Yuen,0,United States of America,empty
kevin-yeung,Kevin Yeung,0,United States of America,empty
spencer-freeman,Spencer Freeman,0,United States of America,empty
jason-henry,Jason Henry,0,United States of America,empty
michael-mahoney,Michael Mahoney,0,United States of America,empty
scott-dashner,Scott Dashner,0,United States of America,empty
ashwin-sethi,Ashwin Sethi,0,United States of America,empty
john-sun,John Sun,0,United States of America,empty
alex-buckisch,Alex Buckisch,0,United States of America,empty
john-walski,John Walski,0,United States of America,empty
stephen-hind,Stephen Hind,0,United States of America,empty
dan-tasse,Dan Tasse,0,United States of America,empty
adam-hall,Adam Hall,0,United States of America,empty
sam-rubin,Sam Rubin,0,United States of America,empty
samuel-jensen,Samuel Jensen,0,United States of America,empty
mandy-lu,Mandy Lu,0,United States of America,empty
florian-innerlohinger,Florian Innerlohinger,0,Austria,empty
anthony-hair,Anthony Hair,0,United States of America,empty
alexander-davis,Alexander Davis,0,United States of America,empty
wen-hao-lue,Wen-Hao Lue,0,Canada,empty
jimmy-pike,Jimmy Pike,0,United States of America,empty
jason-collister,Jason Collister,0,United States of America,empty
neil-ocampo,Neil Ocampo,0,United States of America,empty
rafeh-akbar,Rafeh Akbar,0,United States of America,empty
christopher-paxton,Christopher Paxton,0,United States of America,empty
kyle-henriksen,Kyle Henriksen,0,United States of America,empty
joseph-artz,Joseph Artz,0,United States of America,empty
john-lee,John Lee,0,United States of America,empty
benjamin-negomir,Benjamin Negomir,0,United States of America,empty
baker-neenan,Baker Neenan,0,United States of America,empty
milan-bhayana,Milan Bhayana,0,United States of America,empty
bret-farrell,Bret Farrell,0,United States of America,empty
victor-wood,Victor Wood,0,United States of America,empty
nicholas-watkins,Nicholas Watkins,0,United States of America,empty
scott-ellsworth,Scott Ellsworth,0,United States of America,empty
andres-cifuentes,Andres Cifuentes,0,Chile,empty
carlos-figueroa,Carlos Figueroa,0,United States of America,empty
bryce-gruneich,Bryce Gruneich,0,United States of America,empty
gianluca-privitera,Gianluca Privitera,0,United States of America,empty
michael-mastroleo,Michael Mastroleo,0,United States of America,empty
alec-baker,Alec Baker,0,United States of America,empty
wade-lawson,Wade Lawson,0,United States of America,empty
patrick-quinn,Patrick Quinn,0,United States of America,empty
greg-larson,Greg Larson,0,United States of America,empty
mitchel-weisrock,Mitchel Weisrock,0,United States of America,empty
jacob-lair,Jacob Lair,0,United States of America,empty
jordon-robbins,Jordon Robbins,0,United States of America,empty
paul-carter,Paul Carter,0,United States of America,empty
baron-saari,Baron Saari,0,United States of America,empty
simon-ruan,Simon Ruan,0,United States of America,empty
jesse-gardner,Jesse Gardner,0,United States of America,empty
alexander-mooers,Alexander Mooers,0,United States of America,empty
louis-philippe-dugal,Louis-Philippe Dugal,0,Canada,empty
nick-tardif,Nick Tardif,0,United States of America,empty
jacob-longo,Jacob Longo,0,United States of America,empty
noah-blanchard,Noah Blanchard,0,United States of America,empty
ben-halpren,Ben Halpren,0,United States of America,empty
james-bradley,James Bradley,0,United States of America,empty
sayan-bhattacharyya,Sayan Bhattacharyya,0,empty,empty
michael-rumsey,Michael Rumsey,0,United States of America,empty
kenny-weinstein,Kenny Weinstein,0,empty,empty
alex-balandin,Alex Balandin,0,empty,empty
ben-murray,Ben Murray,0,empty,empty
james-duguid,James Duguid,0,United States of America,empty
jairo-liquidano,Jairo Liquidano,0,United States of America,empty
adam-hurd,Adam Hurd,0,Canada,empty
jeremy-elgar,Jeremy Elgar,0,Canada,empty
nick-page,Nick Page,0,Canada,empty
jean-denis-lacourse,Jean-Denis Lacourse,0,empty,empty
matt-cooper,Matt Cooper,0,empty,empty
elijah-herr,Elijah Herr,0,United States of America,empty
michael-tabler,Michael Tabler,0,United States of America,empty
jesse-harkins,Jesse Harkins,0,United States of America,empty
john-mcguane,John McGuane,0,United States of America,empty
david-lee,David Lee,0,United States of America,empty
john-kubilis,John Kubilis,0,United States of America,empty
adam-carrasco,Adam Carrasco,0,United States of America,empty
duane-yang,Duane Yang,0,Canada,empty
wonman-lee,Wonman Lee,0,United States of America,empty
russell-holden,Russell Holden,0,United States of America,empty
ben-g,Ben G,0,United States of America,empty
tony-hess,Tony Hess,0,United States of America,empty
stephen-hanawalt,Stephen Hanawalt,0,United States of America,empty
brian-hui,Brian Hui,0,Canada,empty
matthew-newberg,Matthew Newberg,0,United States of America,empty
brendan-stephens,Brendan Stephens,0,United States of America,empty
eric-drain,Eric Drain,0,United States of America,empty
dane-thomas,Dane Thomas,0,United States of America,empty
robert-cusick,Robert Cusick,0,United States of America,empty
james-williams,James Williams,0,United States of America,empty
aaron-webster,Aaron Webster,0,United States of America,empty
brendan-reginbald,Brendan Reginbald,0,United States of America,empty
derek-campbell,Derek Campbell,0,empty,empty
james-casale,James Casale,0,empty,empty
nick-deriso,Nick DeRiso,0,empty,empty
christopher-connell,Christopher Connell,0,empty,empty
andrew-van-leeuwen,Andrew van Leeuwen,0,Canada,empty
daniel-will,Daniel Will,0,empty,empty
michael-siembor,Michael Siembor,0,United States of America,empty
kevin-chastine,Kevin Chastine,0,empty,empty
chris-chichy,Chris Chichy,0,empty,empty
joey-pasqualetti,Joey Pasqualetti,0,empty,empty
kamil-lupicki,Kamil Lupicki,0,empty,empty
richard-roberts,Richard Roberts,0,empty,empty
jameson-perdue,Jameson Perdue,0,empty,empty
parker-willard,Parker Willard,0,empty,empty
chris-kelley,Chris Kelley,0,empty,empty
steve-johnson,Steve Johnson,0,empty,empty
todd-stillwagon,Todd Stillwagon,0,empty,empty
charles-mcguffey,Charles McGuffey,0,empty,empty
daniel-villamizar,Daniel Villamizar,0,empty,empty
clifford-kumpf,Clifford Kumpf,0,empty,empty
kyle-lutz,Kyle Lutz,0,empty,empty
stephen-nowakowski,Stephen Nowakowski,0,empty,empty
ryan-kurz,Ryan Kurz,0,United States of America,empty
patrick-holland,Patrick Holland,0,empty,empty
patrick-byrne,Patrick Byrne,0,empty,empty
brandon-zink,Brandon Zink,0,empty,empty
robert-gootz,Robert Gootz,0,empty,empty
joshua-lanham,Joshua Lanham,0,empty,empty
john-koprowski,John Koprowski,0,empty,empty
ryan-repp,Ryan Repp,0,empty,empty
patrick-nguyen,Patrick Nguyen,0,empty,empty
richard-welch,Richard Welch,0,empty,empty
ming-han-sidney-reuben-lim,Ming Han Sidney Reuben Lim,0,empty,empty
tony-thomas,Tony Thomas,0,empty,empty
douglas-knowles,Douglas Knowles,0,empty,empty
sean-murdoch,Sean Murdoch,0,empty,empty
adam-schop,Adam Schop,0,empty,empty
andrew-arnold,Andrew Arnold,0,empty,empty
mike-tedeschi,Mike Tedeschi,0,United States of America,empty
alain-perpin,Alain Perpin,0,empty,empty
joe-stein,Joe Stein,0,empty,empty
alan-eryman,Alan Eryman,0,empty,empty
robert-havey,Robert Havey,0,empty,empty
austin-miller,Austin Miller,0,empty,empty
robert-mccready,Robert McCready,0,empty,empty
mike-schick,Mike Schick,0,empty,empty
douglas-wilson,Douglas Wilson,0,United States of America,empty
steven-justus,Steven Justus,0,empty,empty
curtis-fuhrman,Curtis Fuhrman,0,empty,empty
matthew-hickey,Matthew Hickey,0,empty,empty
john-brodeur,John Brodeur,0,empty,empty
nicholas-otenti,Nicholas Otenti,0,empty,empty
philip-waldrop,Philip Waldrop,0,empty,empty
luis-rodriguez,Luis Rodriguez,0,empty,empty
christopher-kemple,Christopher Kemple,0,empty,empty
jack-f,Jack F,0,empty,empty
andrew-norgren,Andrew Norgren,0,United States of America,empty
joshua-bloom,Joshua Bloom,0,empty,empty
joe-re,Joe Re,0,empty,empty
adam-cubr,Adam Cubr,0,empty,empty
raja-sulaiman,Raja Sulaiman,0,United States of America,empty
scott-cottrell,Scott Cottrell,0,empty,empty
eric-schilha,Eric Schilha,0,Canada,empty
jesse-campbell,Jesse Campbell,0,empty,empty
ozzie-waller,Ozzie Waller,0,United States of America,empty
marcus-davanzati,Marcus Davanzati,0,empty,empty
drew-white,Drew White,0,United States of America,empty
steven-martin-------,Steven Martin (1415),0,empty,empty
christopher-roepke,Christopher Roepke,0,empty,empty
liquan-lam,Liquan Lam,0,empty,empty
steven-davis,Steven Davis,0,empty,empty
jinlin-li,Jinlin Li,0,empty,empty
darragh-maxwell,Darragh Maxwell,0,empty,empty
david-hall,David Hall,0,empty,empty
gaby-spartz,Gaby Spartz,0,United States of America,empty
gary-johnson,Gary Johnson,0,empty,empty
barry-hum,Barry Hum,0,empty,empty
stephen-houk,Stephen Houk,0,empty,empty
christopher-anna,Christopher Anna,0,empty,empty
stuart-maclean,Stuart MacLean,0,Canada,empty
bryan-raymer,Bryan Raymer,0,empty,empty
jared-dimascio,Jared DiMascio,0,empty,empty
kyle-croft,Kyle Croft,0,empty,empty
matthew-king,Matthew King,0,empty,empty
julia-corbin,Julia Corbin,0,empty,empty
kyle-kurz,Kyle Kurz,0,empty,empty
rob-sears,Rob Sears,0,empty,empty
jeremy-olson,Jeremy Olson,0,empty,empty
dylan-reingruber,Dylan Reingruber,0,empty,empty
anthony-colwell,Anthony Colwell,0,empty,empty
benjamin-broderick,Benjamin Broderick,0,United States of America,empty
gee-won-han,Gee Won Han,0,empty,empty
ben-barta,Ben Barta,0,empty,empty
joseph-andrees,Joseph Andrees,0,empty,empty
ruben-villao,Ruben Villao,0,empty,empty
david-haass,David Haass,0,empty,empty
andrew-bernhard,Andrew Bernhard,0,empty,empty
spencer-barge,Spencer Barge,0,Canada,empty
peter-leahy,Peter Leahy,0,empty,empty
nemanja-bojanic,Nemanja Bojanic,0,empty,empty
benjamin-bohnhoff,Benjamin Bohnhoff,0,empty,empty
jeffrey-swaluk,Jeffrey Swaluk,0,Canada,empty
edward-sockol,Edward Sockol,0,empty,empty
eric-shoopman,Eric Shoopman,0,empty,empty
simon-houle,Simon Houle,0,empty,empty
jared-schmidlin,Jared Schmidlin,0,empty,empty
aiden-sottile,Aiden Sottile,0,empty,empty
mark-dizon,Mark Dizon,0,empty,empty
ian-herb,Ian Herb,0,empty,empty
kevin-murray,Kevin Murray,0,empty,empty
stephen-bodnar,Stephen Bodnar,0,United States of America,empty
adam-morris,Adam Morris,0,empty,empty
anthony-koury,Anthony Koury,0,empty,empty
bobby-birmingham,Bobby Birmingham,0,empty,empty
christopher-marchand,Christopher Marchand,0,empty,empty
boris-pan,Boris Pan,0,empty,empty
nicholas-pauloff,Nicholas Pauloff,0,Canada,empty
jordan-walsh,Jordan Walsh,0,empty,empty
matthew-benedict,Matthew Benedict,0,empty,empty
jarrod-ceol,Jarrod Ceol,0,empty,empty
nicolas-costa,Nicolas Costa,0,empty,empty
christopher-taimla,Christopher Taimla,0,empty,empty
zach-shepherd,Zach Shepherd,0,empty,empty
jason-allen,Jason Allen,0,empty,empty
eric-campbell,Eric Campbell,0,empty,empty
nick-langella,Nick Langella,0,empty,empty
zane-sweetman,Zane Sweetman,0,empty,empty
brian-atkins,Brian Atkins,0,empty,empty
shawn-polca,Shawn Polca,0,empty,empty
matthew-gadus,Matthew Gadus,0,empty,empty
brian-travis,Brian Travis,0,empty,empty
heather-gibbs,Heather Gibbs,0,empty,empty
braham-thomas,Braham Thomas,0,United States of America,empty
antonin-legault,Antonin Legault,0,Canada,empty
tony-perry,Tony Perry,0,empty,empty
matt-lettieri,Matt Lettieri,0,empty,empty
jeff-walker,Jeff Walker,0,empty,empty
kevin-brayer,Kevin Brayer,0,empty,empty
matthew-ruiz,Matthew Ruiz,0,empty,empty
tien-tan,Tien Tan,0,United States of America,empty
zachary-johnson,Zachary Johnson,0,empty,empty
nicholas-brown,Nicholas Brown,0,United States of America,empty
andrew-hung,Andrew Hung,0,United States of America,empty
joshua-warsaw,Joshua Warsaw,0,empty,empty
jordan-bullock,Jordan Bullock,0,empty,empty
justin-petersen,Justin Petersen,0,empty,empty
joseph-sprouse,Joseph Sprouse,0,empty,empty
rich-young,Rich Young,0,empty,empty
mike-wible,Mike Wible,0,empty,empty
jeff-ritter,Jeff Ritter,0,empty,empty
josh-layne,Josh Layne,0,Canada,empty
philip-bau,Philip Bau,0,United States of America,empty
jonathon-loucks,Jonathon Loucks,0,United States of America,empty
steve-edelson,Steve Edelson,0,United States of America,empty
tom-beare,Tom Beare,0,United States of America,empty
aaron-harleman,Aaron Harleman,0,United States of America,empty
joe-bono,Joe Bono,0,United States of America,empty
sam-sturgeon,Sam Sturgeon,0,United States of America,empty
brendan-dunne,Brendan Dunne,0,United States of America,empty
albert-ruskey,Albert Ruskey,0,Canada,empty
joe-timidaiski,Joe Timidaiski,0,United States of America,empty
brian-shwaikoski,Brian Shwaikoski,0,Canada,empty
drew-smith,Drew Smith,0,United States of America,empty
michael-gurney,Michael Gurney,0,Canada,empty
ryan-spain,Ryan Spain,0,United States of America,empty
chris-mitchell,Chris Mitchell,0,United States of America,empty
joey-zappelli,Joey Zappelli,0,United States of America,empty
arthur-halavais,Arthur Halavais,0,United States of America,empty
adam-ruprecht,Adam Ruprecht,0,United States of America,empty
orie-guo,Orie Guo,0,United States of America,empty
sebastian-denno,Sebastian Denno,0,Canada,empty
mitch-gross,Mitch Gross,0,United States of America,empty
giulio-pasqui,Giulio Pasqui,0,Italy,empty
jesse-roberts,Jesse Roberts,0,United States of America,empty
christoph-williams,Christoph Williams,0,Canada,empty
jordan-judson,Jordan Judson,0,United States of America,empty
brenden-lutzi,Brenden Lutzi,0,United States of America,empty
donald-campbell,Donald Campbell,0,United States of America,empty
philip-dodge,Philip Dodge,0,United States of America,empty
derek-stein,Derek Stein,0,United States of America,empty
lam,Lam,0,empty,empty
mitchell,Mitchell,0,empty,empty
gardner,Gardner,0,empty,empty
bailey,Bailey,0,empty,empty
battisti,Battisti,0,empty,empty
hertz,Hertz,0,empty,empty
wilkins,Wilkins,0,empty,empty
rob-hunsaker,Rob Hunsaker,0,United States of America,empty
west,West,0,empty,empty
hanson,Hanson,0,empty,empty
gurney,Gurney,0,empty,empty
lallemand,Lallemand,0,empty,empty
macdonald--a-,MacDonald (A),0,empty,empty
macdonald--b-,MacDonald (B),0,empty,empty
alexandre,Alexandre,0,empty,empty
medeiros,Medeiros,0,empty,empty
lamego,Lamego,0,empty,empty
gossett,Gossett,0,empty,empty
gerhardt,Gerhardt,0,empty,empty
gervase,Gervase,0,empty,empty
myers,Myers,0,empty,empty
rutherford,Rutherford,0,empty,empty
gates,Gates,0,empty,empty
hatch,Hatch,0,empty,empty
kreitzman,Kreitzman,0,empty,empty
cunningham,Cunningham,0,empty,empty
edmondson,Edmondson,0,empty,empty
gomes,Gomes,0,empty,empty
bonacini,Bonacini,0,empty,empty
ander-zurimendi,Ander Zurimendi,0,Venezuela (Bolivarian Republic of),empty
tye-soens,Tye Soens,0,Australia,empty
mcgrew,McGrew,0,empty,empty
paxton,Paxton,0,empty,empty
mastromatteo,Mastromatteo,0,empty,empty
mason,Mason,0,empty,empty
hellman,Hellman,0,empty,empty
picard,Picard,0,empty,empty
salahub,Salahub,0,empty,empty
berdusco,Berdusco,0,empty,empty
potter,Potter,0,empty,empty
james-orr,James Orr,0,empty,empty
jay-ueda,Jay Ueda,0,Canada,empty
stuart-benson,Stuart Benson,0,United States of America,empty
matt-curtin,Matt Curtin,0,empty,empty
alex-pavelka,Alex Pavelka,0,empty,empty
jack-rosen,Jack Rosen,0,empty,empty
kevin-gomez,Kevin Gomez,0,Canada,empty
benjamin-stinnett,Benjamin Stinnett,0,empty,empty
peter-king,Peter King,0,United States of America,empty
dylan-gidlof,Dylan Gidlof,0,Canada,empty
austin-gardner,Austin Gardner,0,empty,empty
rene-de-lara,Rene de Lara,0,empty,empty
adam-chavez,Adam Chavez,0,empty,empty
chong-byun,Chong Byun,0,United States of America,empty
wyatt-freden,Wyatt Freden,0,empty,empty
