Id,name,money,nationality,teams
chad-asbjornsen,Chad Asbjornsen,0,United States of America,empty
chris-parshall,Chris Parshall,0,United States of America,empty
thomas-parker,Thomas Parker,0,empty,empty
cole-abernathy,Cole Abernathy,0,United States of America,empty
nicklaus-fogleson,Nicklaus Fogleson,0,empty,empty
john-feuerstein,John Feuerstein,0,empty,empty
ryan-westberg,Ryan Westberg,0,empty,empty
ian-machuca,Ian Machuca,0,empty,empty
jeremiah-oldes,Jeremiah Oldes,0,United States of America,empty
vincent-rideout,Vincent Rideout,0,United States of America,empty
aaron-crosett,Aaron Crosett,0,empty,empty
jade-duong,Jade Duong,0,empty,empty
kevin-du,Kevin Du,0,empty,empty
david-brunsdon,David Brunsdon,0,empty,empty
joshua-demery,Joshua Demery,0,United States of America,empty
miles-poblacion,Miles Poblacion,0,empty,empty
tom-kelley,Tom Kelley,0,empty,empty
kenny-darlington,Kenny Darlington,0,empty,empty
rory-banaszek,Rory Banaszek,0,empty,empty
ryan-bowyer,Ryan Bowyer,0,empty,empty
james-nelson,James Nelson,0,empty,empty
joseph-adams,Joseph Adams,0,empty,empty
antonio-hernandez,Antonio Hernandez,0,empty,empty
matt-nelson,Matt Nelson,0,empty,empty
timothy-lui,Timothy Lui,0,United States of America,empty
ezra-kirschner,Ezra Kirschner,0,empty,empty
tom-smith-lapp,Tom Smith Lapp,0,empty,empty
dilon-dubyk,Dilon Dubyk,0,Canada,empty
kristopher-davis,Kristopher Davis,0,empty,empty
ryan-lockamy-emmons,Ryan Lockamy-Emmons,0,empty,empty
michael-nixon,Michael Nixon,0,Canada,empty
karen-davies,Karen Davies,0,empty,empty
nicholas-moreno,Nicholas Moreno,0,United States of America,empty
michael-brock,Michael Brock,0,empty,empty
dylan-lindner,Dylan Lindner,0,empty,empty
alexander-wright,Alexander Wright,0,empty,empty
camron-martin,Camron Martin,0,empty,empty
tim-wicklund,Tim Wicklund,0,empty,empty
taylor-egen,Taylor Egen,0,empty,empty
brandon-goe,Brandon Goe,0,United States of America,"[{'season': 2017, 'team': ""Gamer's Haven""}]"
james-stevenson,James Stevenson,0,Canada,empty
alexander-wilson,Alexander Wilson,0,United States of America,"[{'season': 2017, 'team': ""Gamer's Haven""}]"
daniel-diamant,Daniel Diamant,0,United States of America,empty
dean-paterson,Dean Paterson,0,Canada,empty
jake-buck,Jake Buck,0,empty,empty
baxter-laufer,Baxter Laufer,0,United States of America,empty
michael-shaughnessy,Michael Shaughnessy,0,Canada,empty
riley-atkinson,Riley Atkinson,0,empty,empty
jeffrey-huynh,Jeffrey Huynh,0,Canada,empty
antonio-zanutto,Antonio Zanutto,0,United States of America,empty
connor-mackenzie,Connor Mackenzie,0,empty,empty
chris-hansen,Chris Hansen,0,empty,empty
kory-hallahan,Kory Hallahan,0,United States of America,empty
sophia-seo,Sophia Seo,0,empty,empty
ben-dixon,Ben Dixon,0,United States of America,empty
brian-rhett,Brian Rhett,0,empty,empty
edward-priest,Edward Priest,0,empty,empty
adam-hale,Adam Hale,0,empty,empty
victor-castorini,Victor Castorini,0,United States of America,empty
jason-powell,Jason Powell,0,empty,empty
david-borer,David Borer,0,empty,empty
jose-nieves,Jose Nieves,0,empty,empty
will-hilts,Will Hilts,0,United States of America,empty
leon-joseph,Leon Joseph,0,empty,empty
sean-stillwell,Sean Stillwell,0,empty,empty
justin-armstrong,Justin Armstrong,0,empty,empty
kyle-cardwell,Kyle Cardwell,0,empty,empty
paul-kapos,Paul Kapos,0,Canada,empty
patrick-hooton,Patrick Hooton,0,empty,empty
kenny-aing,Kenny Aing,0,empty,empty
adam-herbers,Adam Herbers,0,empty,empty
arthur-jen,Arthur Jen,0,United States of America,empty
desmond-cresswell,Desmond Cresswell,0,Canada,empty
nick-stephenson,Nick Stephenson,0,empty,empty
connor-iverson,Connor Iverson,0,empty,empty
michael-giuliani,Michael Giuliani,0,empty,empty
jordan-eng,Jordan Eng,0,empty,empty
devin-figgins,Devin Figgins,0,empty,empty
colin-skipwith,Colin Skipwith,0,United States of America,empty
ryan-kitchen,Ryan Kitchen,0,Canada,empty
rob-steinway,Rob Steinway,0,empty,empty
mitchell-gross,Mitchell Gross,0,United States of America,empty
sam-harwood,Sam Harwood,0,United States of America,"[{'season': 2017, 'team': ""Gamer's Haven""}]"
cheyenne-webb,Cheyenne Webb,0,empty,empty
trevor-christensen,Trevor Christensen,0,empty,empty
christopher-whaley,Christopher Whaley,0,empty,empty
brandon-rodriguez,Brandon Rodriguez,0,empty,empty
eamonn-collins,Eamonn Collins,0,empty,empty
matt-varnier,Matt Varnier,0,United States of America,empty
dustyn-greenwell-baker,Dustyn Greenwell-Baker,0,Canada,empty
jeff-lindner,Jeff Lindner,0,United States of America,empty
adam-waldorf,Adam Waldorf,0,empty,empty
paul-farnsworth,Paul Farnsworth,0,United States of America,empty
aric-baily,Aric Baily,0,empty,empty
chris-gordy,Chris Gordy,0,empty,empty
jeremy-tanforan,Jeremy Tanforan,0,empty,empty
magdaleno-rodriguez,Magdaleno Rodriguez,0,empty,empty
owen-hogg,Owen Hogg,0,Canada,empty
derek-vajda,Derek Vajda,0,empty,empty
tingfeng-wan,Tingfeng Wan,0,United States of America,empty
luke-harrison,Luke Harrison,0,empty,empty
andrew-chandler,Andrew Chandler,0,empty,empty
jeremy-brown,Jeremy Brown,0,empty,empty
joseph-valdez,Joseph Valdez,0,United States of America,empty
julian-anonby,Julian Anonby,0,Canada,empty
xiangjun-dai,Xiangjun Dai,0,empty,empty
russell-peterson,Russell Peterson,0,empty,empty
william-leach,William Leach,0,empty,empty
daniel-geiter,Daniel Geiter,0,United States of America,empty
adam-courtney,Adam Courtney,0,United States of America,empty
steven-riecken,Steven Riecken,0,Canada,empty
aren-kasner,Aren Kasner,0,United States of America,empty
dakota-giddings,Dakota Giddings,0,empty,empty
joshua-gamoke,Joshua Gamoke,0,empty,empty
frank-gammie,Frank Gammie,0,empty,empty
sean-schlitt,Sean Schlitt,0,empty,empty
chris-pressley,Chris Pressley,0,empty,empty
kevin-stock,Kevin Stock,0,empty,empty
everett-hanna,Everett Hanna,0,empty,empty
ryan-perez,Ryan Perez,0,empty,empty
samuel-morse,Samuel Morse,0,empty,empty
wesley-brower,Wesley Brower,0,empty,empty
alec-runyan,Alec Runyan,0,empty,empty
carl-beermann,Carl Beermann,0,empty,empty
oliver-coffey,Oliver Coffey,0,empty,empty
joseph-leblanc,Joseph LeBlanc,0,empty,empty
alexander-agran,Alexander Agran,0,empty,empty
tj-stein,TJ Stein,0,empty,empty
dominic-maluski,Dominic Maluski,0,empty,empty
patrick-kimball,Patrick Kimball,0,Canada,empty
john-ouellette,John Ouellette,0,empty,empty
diego-elera,Diego Elera,0,empty,empty
roger-lo,Roger Lo,0,empty,empty
blaze-capdecoume,Blaze Capdecoume,0,empty,empty
brik-royster,Brik Royster,0,empty,empty
david-akers,David Akers,0,empty,empty
chad-taylor,Chad Taylor,0,empty,empty
paul-de-blois,Paul De Blois,0,empty,empty
brian-oshie,Brian Oshie,0,empty,empty
forrest-tovar,Forrest Tovar,0,empty,empty
kevin-whang,Kevin Whang,0,empty,empty
sean-stilwell,Sean Stilwell,0,empty,empty
yiqun-hui,Yiqun Hui,0,China,empty
maxwell-horton,Maxwell Horton,0,empty,empty
dallas-nickel,Dallas Nickel,0,empty,empty
max-bauermeister,Max Bauermeister,0,empty,empty
jacob-dequack,Jacob Dequack,0,empty,empty
jacob-goudie,Jacob Goudie,0,empty,empty
holly-blue,Holly Blue,0,empty,empty
ali-liao,Ali Liao,0,empty,empty
gerald-speas,Gerald Speas,0,empty,empty
xiao-yu-yang,Xiao Yu Yang,0,Canada,empty
aiden-aflatooni,Aiden Aflatooni,0,empty,empty
tyler-gaines,Tyler Gaines,0,empty,empty
wei-li,Wei Li,0,empty,empty
gautier-lam,Gautier Lam,0,Australia,empty
joshua-arnold,Joshua Arnold,0,empty,empty
todd-schulzetenberg,Todd Schulzetenberg,0,empty,empty
ryder-nishioka,Ryder Nishioka,0,empty,empty
evan-appleton,Evan Appleton,0,empty,empty
daniel-crowder,Daniel Crowder,0,empty,empty
robert-hatch,Robert Hatch,0,empty,empty
dominic-rider,Dominic Rider,0,empty,empty
torin-bracey,Torin Bracey,0,empty,empty
marcus-breyne,Marcus Breyne,0,United States of America,empty
jeff-poulsen,Jeff Poulsen,0,United States of America,empty
jacob-chen,Jacob Chen,0,United States of America,empty
brenton-murahashi,Brenton Murahashi,0,United States of America,empty
janperson-egamino,Janperson Egamino,0,United States of America,empty
kyle-hamilton-lecky,Kyle Hamilton-Lecky,0,United States of America,empty
james-lloyd,James Lloyd,0,Canada,empty
alex-guthrie,Alex Guthrie,0,United States of America,empty
nathan-hager,Nathan Hager,0,United States of America,empty
david-damaske,David Damaske,0,United States of America,empty
edward-drew,Edward Drew,0,United States of America,empty
mark-sweeney,Mark Sweeney,0,United States of America,empty
ryan-roulston,Ryan Roulston,0,United States of America,empty
ben-youtz,Ben Youtz,0,United States of America,empty
louis-mcintyre,Louis McIntyre,0,United States of America,empty
justin-santana,Justin Santana,0,United States of America,empty
zach-purkes,Zach Purkes,0,United States of America,empty
james-himes,James Himes,0,United States of America,empty
zack-tyree,Zack Tyree,0,United States of America,empty
michael-oconnor,Michael Oconnor,0,United States of America,empty
yuriy-kamsha,Yuriy Kamsha,0,United States of America,empty
liam-tilenius,Liam Tilenius,0,United States of America,empty
cristian-villegas-ibarra,Cristian Villegas-Ibarra,0,United States of America,empty
indigo-pereza,Indigo Pereza,0,United States of America,empty
michael-rose,Michael Rose,0,United States of America,empty
blake-wellenkamp,Blake Wellenkamp,0,United States of America,empty
jamie-katz,Jamie Katz,0,United States of America,empty
kristopher-bernier,Kristopher Bernier,0,United States of America,empty
vincent-barrios,Vincent Barrios,0,United States of America,empty
gus-villena,Gus Villena,0,Spain,empty
bruno-ferreira,Bruno Ferreira,0,Portugal,empty
daniel-lachmann,Daniel Lachmann,0,Germany,empty
ricardo-braga,Ricardo Braga,0,Portugal,empty
mauro-kina,Mauro Kina,0,Argentina,empty
guilherme-fonseca,Guilherme Fonseca,0,Brazil,empty
paulo-rosa,Paulo Rosa,0,empty,empty
renato-wohlers,Renato Wohlers,0,Brazil,empty
adilson-gouvea-de-oliveira,Adilson Gouvêa De Oliveira,0,empty,empty
claudio-fernandez,Claudio Fernandez,0,empty,empty
guilherme-barcellos,Guilherme Barcellos,0,Brazil,empty
emilio-raggio,Emilio Raggio,0,Argentina,empty
rafael-cabral,Rafael Cabral,0,empty,empty
dan-brunello,Dan Brunello,0,Argentina,empty
ivan-pereira,Ivan Pereira,0,empty,empty
sergio-winnik-filho,Sergio Winnik Filho,0,empty,empty
paulo-henrique-de-oliveira,Paulo Henrique De Oliveira,0,empty,empty
cesar-reinaldo,Cesar Reinaldo,0,empty,empty
marco-marcelo-zimmer,Marco Marcelo Zimmer,0,Brazil,empty
ary-capristrani,Ary Capristrani,0,Brazil,empty
lucas-ramirez,Lucas Ramirez,0,Argentina,empty
jorge-sierra,Jorge Sierra,0,Uruguay,empty
pedro-motta,Pedro Motta,0,Brazil,empty
diego-roca-suarez,Diego Roca Suarez,0,Chile,empty
caio-amaral,Caio Amaral,0,Brazil,empty
alejandro-cesa,Alejandro Cesa,0,Argentina,empty
diego-marquez,Diego Marquez,0,Argentina,empty
victor-fernando-silva,Victor Fernando Silva,0,Brazil,empty
bruno-muller,Bruno Müller,0,Brazil,empty
matias-rosas,Matias Rosas,0,empty,empty
walter-coquemala-filho,Walter Coquemala Filho,0,Brazil,empty
marco-portugal,Marco Portugal,0,Brazil,empty
roger-landim,Roger Landim,0,Brazil,empty
bruno-volpato,Bruno Volpato,0,empty,empty
gabriel-wood,Gabriel Wood,0,Brazil,empty
pedro-manzoni,Pedro Manzoni,0,Brazil,empty
frank-willian-godoi-de-melo,Frank Willian Godoi de Melo,0,empty,empty
caua-roca,Caua Roca,0,Brazil,empty
daniel-ocampo,Daniel Ocampo,0,Brazil,empty
gilmour-laier,Gilmour Laier,0,empty,empty
phelipe-salaroli,Phelipe Salaroli,0,empty,empty
bruno-vieira,Bruno Vieira,0,empty,empty
max-macedo-carvalho,Max Macedo Carvalho,0,Brazil,empty
rodrigo-leal,Rodrigo Leal,0,empty,empty
joaquim-damasceno,Joaquim Damasceno,0,Brazil,empty
daniel-pires,Daniel Pires,0,Brazil,empty
rafael-negrini,Rafael Negrini,0,empty,empty
murilo-malta-porto,Murilo Malta Porto,0,Brazil,empty
fabio-barroso,Fabio Barroso,0,Brazil,empty
ricardo-batista,Ricardo Batista,0,empty,empty
muhammad-aqel,Muhammad Aqel,0,Brazil,empty
mariano-libonatti,Mariano Libonatti,0,empty,empty
joao-xavier,Joao Xavier,0,Brazil,empty
gustavo-siqueira-julio,Gustavo Siqueira Julio,0,empty,empty
pedro-henrique-de-melo-miranda,Pedro Henrique de Melo Miranda,0,Brazil,empty
nahuel-roson,Nahuel Roson,0,Argentina,empty
carlos-tiberio,Carlos Tiberio,0,Brazil,empty
rafael-toro,Rafael Toro,0,empty,empty
mariano-cartechini,Mariano Cartechini,0,Argentina,empty
matheus-rosseto,Matheus Rosseto,0,Brazil,empty
fabricio-miranda,Fabricio Miranda,0,empty,empty
juliano-rocha-dutra,Juliano Rocha Dutra,0,empty,empty
ivo-costa,Ivo Costa,0,empty,empty
edson-teixeira,Edson Teixeira,0,empty,empty
luiz-silva-neto,Luiz Silva Neto,0,Brazil,empty
joao-claudio-souza,Joao Claudio Souza,0,Brazil,empty
jean-hubner,Jean Hubner,0,empty,empty
matheus-lemos-mota,Matheus Lemos Mota,0,Brazil,empty
fausto-velho,Fausto Velho,0,empty,empty
victor-silva,Victor Silva,0,Brazil,empty
rafael-bertolli-parra,Rafael Bertolli Parra,0,Brazil,empty
alexandre-cunha-de-oliveira,Alexandre Cunha de Oliveira,0,Brazil,empty
eder-damasceno,Eder Damasceno,0,Brazil,empty
diego-nonato,Diego Nonato,0,Brazil,empty
luis-felippe-rossello-lima,Luis Felippe Rossello Lima,0,Brazil,empty
pedro-pereira-junior,Pedro Pereira Junior,0,Brazil,empty
caio-ricci,Caio Ricci,0,Brazil,empty
niko-campos-micin,Niko Campos Micin,0,Chile,empty
pedro-coutinho,Pedro Coutinho,0,Brazil,empty
bernardo-dias-granato,Bernardo Dias Granato,0,Brazil,empty
caio-vinicius-errerias,Caio Vinicius Errerias,0,Brazil,empty
aristides-camara,Aristides Camara,0,Brazil,empty
felipe-pellegrini,Felipe Pellegrini,0,Brazil,empty
alfredo-enrique,Alfredo Enrique,0,Brazil,empty
erick-jones,Erick Jones,0,Brazil,empty
pablo-zamorano,Pablo Zamorano,0,Chile,empty
vitor-saur,Vitor Saur,0,Brazil,empty
daniel-caldeiras,Daniel Caldeiras,0,Brazil,empty
eduardo-fontana,Eduardo Fontana,0,Brazil,empty
miguel-angelo,Miguel Angelo,0,Brazil,empty
oseias-loyola,Oseias Loyola,0,Brazil,empty
luis-allende,Luis Allende,0,Peru,empty
daniel-silva,Daniel Silva,0,Brazil,empty
flavio-viana,Flavio Viana,0,Brazil,empty
andre-vannucci,Andre Vannucci,0,Brazil,empty
carlos-de-salles-soares-neto,Carlos de Salles Soares Neto,0,Brazil,empty
marcos-paredes,Marcos Paredes,0,Argentina,empty
guilherme-merschmann-aguemi,Guilherme Merschmann Aguemi,0,Brazil,empty
pedro-lauria,Pedro Lauria,0,Chile,empty
bruno-colar,Bruno Colar,0,Brazil,empty
juan-jose-velezmoro,Juan Jose Velezmoro,0,Peru,empty
paulo-ramos,Paulo Ramos,0,Brazil,empty
danilo-almeida,Danilo Almeida,0,Brazil,empty
estevao-rudi-arntz,Estevao Rudi Arntz,0,Brazil,empty
oscar-mathias-bachmann,Oscar Mathias Bachmann,0,Paraguay,empty
vinicius-karam,Vinicius Karam,0,Brazil,empty
fernando-iglesias,Fernando Iglesias,0,Brazil,empty
marcos-nunes-montes,Marcos Nunes Montes,0,Brazil,empty
kristian-kockott,Kristian Kockott,0,Germany,empty
stefan-heumann,Stefan Heumann,0,Germany,empty
david-merten,David Merten,0,Germany,empty
henning-rimkus,Henning Rimkus,0,Germany,empty
andreas-pischner,Andreas Pischner,0,Germany,empty
mirko-nyvlt,Mirko Nyvlt,0,Czech Republic,empty
jurgen-wolf,Jürgen Wolf,0,Germany,empty
patrick-bayer,Patrick Bayer,0,Germany,empty
tobias-gruber,Tobias Gruber,0,Germany,empty
sebastian-herbstreuth,Sebastian Herbstreuth,0,Germany,empty
christoph-nolting,Christoph Nolting,0,Germany,empty
jan-schmidt,Jan Schmidt,0,Germany,empty
ognjen-cividini,Ognjen Cividini,0,Croatia,empty
lukas-vozdecky,Lukas Vozdecky,0,Czech Republic,empty
rafal-szkolnicki,Rafal Szkolnicki,0,Poland,empty
alfredo-jimenez-palmero,Alfredo Jimenez Palmero,0,Spain,empty
frantisek-bina,Frantisek Bina,0,Czech Republic,empty
felix-schulmerich,Felix Schulmerich,0,Germany,empty
dominik-wieser,Dominik Wieser,0,Austria,empty
maciej-kosciolek,Maciej Kosciolek,0,Poland,empty
jan-havel,Jan Havel,0,Czech Republic,empty
tomas-bek,Tomas Bek,0,Czech Republic,empty
tomas-brychta,Tomas Brychta,0,Czech Republic,empty
jaka-mur,Jaka Mur,0,Slovenia,empty
miroslav-libersky,Miroslav Libersky,0,Czech Republic,empty
jan-macosek,Jan Macosek,0,Czech Republic,empty
dominik-korcak,Dominik Korcak,0,Czech Republic,empty
stefan-zachara,Stefan Zachara,0,Poland,empty
carlo-mazzurco,Carlo Mazzurco,0,Germany,empty
martin-melichar,Martin Melichar,0,Czech Republic,empty
laurent-stihle,Laurent Stihle,0,France,empty
adam-fajkus,Adam Fajkus,0,Czech Republic,empty
petr-boruvka,Petr Boruvka,0,Czech Republic,empty
lukasz-cichecki,Lukasz Cichecki,0,Poland,empty
josef-sappl,Josef Sappl,0,Germany,empty
imants-belogrivs,Imants Belogrivs,0,Latvia,empty
adam-wicher,Adam Wicher,0,Poland,empty
maarten-jacobs,Maarten Jacobs,0,Netherlands,empty
thomas-driessen,Thomas Driessen,0,Netherlands,empty
daniel-mikuscak,Daniel Mikuscak,0,Slovakia,empty
szymon-pekala,Szymon Pekala,0,Poland,empty
igor-paslavskyy,Igor Paslavskyy,0,Ukraine,empty
steve-loor,Steve Loor,0,Belgium,empty
jurgen-geiger,Jürgen Geiger,0,Germany,empty
mikulas-hrubisko,Mikulas Hrubisko,0,Slovakia,empty
stefan-wagner,Stefan Wagner,0,Germany,empty
jonas-kozak,Jonas Kozak,0,Czech Republic,empty
friedemann-uschner,Friedemann Uschner,0,Germany,empty
ondrej-rosenkranz,Ondrej Rosenkranz,0,Czech Republic,empty
denes-kocis,Denes Kocis,0,Croatia,empty
kai-mokrusch,Kai Mokrusch,0,Germany,empty
maximilian-reichl,Maximilian Reichl,0,Germany,empty
dominik-zalusky,Dominik Zalusky,0,Czech Republic,empty
zsolt-hevesi,Zsolt Hevesi,0,Germany,empty
alessandro-de-medici,Alessandro De'Medici,0,Italy,empty
zoltan-istvan-tapody,Zoltan Istvan Tapody,0,Hungary,empty
adrian-alcantara,Adrian Alcantara,0,Spain,empty
lukas-zeizinger,Lukas Zeizinger,0,Czech Republic,empty
simon-hollenga,Simon Hollenga,0,Netherlands,empty
lukasz-gieron,Lukasz Gieron,0,Poland,empty
martin-heruth,Martin Heruth,0,Germany,empty
mikulas-dio,Mikulas Dio,0,Czech Republic,empty
josef-vlach,Josef Vlach,0,Czech Republic,empty
