Source,Target,relation,money,team
shota-yasooka,grand-prix-singapore-2011,TopFinish,1000,
weng-heng-soh,grand-prix-singapore-2011,TopFinish,1000,
hao-shan-huang,grand-prix-singapore-2011,TopFinish,1000,
marios-angelopoulos,grand-prix-singapore-2011,TopFinish,1000,
james-rynkiewicz,grand-prix-providence-2011,TopFinish,3500,
bryan-eleyet,grand-prix-providence-2011,TopFinish,2300,
reid-duke,grand-prix-providence-2011,TopFinish,1500,
paulo-vitor-damo-da-rosa,grand-prix-providence-2011,TopFinish,1500,
owen-turtenwald,grand-prix-providence-2011,TopFinish,1000,
wilson-hunter,grand-prix-providence-2011,TopFinish,1000,
john-kubilis,grand-prix-providence-2011,TopFinish,1000,
alex-majlaton,grand-prix-providence-2011,TopFinish,1000,
ondrej-baudys,grand-prix-prague-2011,TopFinish,3500,
lukas-blohon,grand-prix-prague-2011,TopFinish,2300,
shuhei-nakamura,grand-prix-prague-2011,TopFinish,1500,
anders-melin,grand-prix-prague-2011,TopFinish,1500,
petr-brozek,grand-prix-prague-2011,TopFinish,1000,
lukasz-cichecki,grand-prix-prague-2011,TopFinish,1000,
joel-larsson,grand-prix-prague-2011,TopFinish,1000,
robert-jurkovic,grand-prix-prague-2011,TopFinish,1000,
daniel-royde,grand-prix-london-2011,TopFinish,3500,
louis-deltour,grand-prix-london-2011,TopFinish,2300,
martin-lindstrom,grand-prix-london-2011,TopFinish,1500,
gennaro-mango,grand-prix-london-2011,TopFinish,1500,
raul-porojan,grand-prix-london-2011,TopFinish,1000,
andrea-la-placa,grand-prix-london-2011,TopFinish,1000,
kenny-oberg,grand-prix-london-2011,TopFinish,1000,
nicholas-taylor,grand-prix-london-2011,TopFinish,1000,
shota-yasooka,grand-prix-kobe-2011,TopFinish,3500,
makihito-mihara,grand-prix-kobe-2011,TopFinish,2300,
ken-ichirou-omori,grand-prix-kobe-2011,TopFinish,1500,
shunsuke-aka,grand-prix-kobe-2011,TopFinish,1500,
shin-ya-sato,grand-prix-kobe-2011,TopFinish,1000,
shouhei-yamamoto,grand-prix-kobe-2011,TopFinish,1000,
martin-juza,grand-prix-kobe-2011,TopFinish,1000,
kentaro-ino,grand-prix-kobe-2011,TopFinish,1000,
dave-shiels,grand-prix-dallas-fort-worth-2011,TopFinish,3500,
orrin-beasley,grand-prix-dallas-fort-worth-2011,TopFinish,2300,
owen-turtenwald,grand-prix-dallas-fort-worth-2011,TopFinish,1500,
austin-bursavich,grand-prix-dallas-fort-worth-2011,TopFinish,1500,
alex-bertoncini,grand-prix-dallas-fort-worth-2011,TopFinish,1000,
josh-utter-leyton,grand-prix-dallas-fort-worth-2011,TopFinish,1000,
michael-jacob,grand-prix-dallas-fort-worth-2011,TopFinish,1000,
korey-mcduffie,grand-prix-dallas-fort-worth-2011,TopFinish,1000,
martin-scheinin,grand-prix-barcelona-2011,TopFinish,3500,
toni-ramis-pascual,grand-prix-barcelona-2011,TopFinish,2300,
richard-bland,grand-prix-barcelona-2011,TopFinish,1500,
eduardo-sajgalik,grand-prix-barcelona-2011,TopFinish,1500,
jonas-kostler,grand-prix-barcelona-2011,TopFinish,1000,
karol-nosowicz,grand-prix-barcelona-2011,TopFinish,1000,
guillaume-wafo-tapa,grand-prix-barcelona-2011,TopFinish,1000,
simon-bertiou,grand-prix-barcelona-2011,TopFinish,1000,
gaudenis-vidugiris,grand-prix-denver-2011,TopFinish,3500,
martin-juza,grand-prix-denver-2011,TopFinish,2300,
owen-turtenwald,grand-prix-denver-2011,TopFinish,1500,
eduardo-dos-santos-vieira,grand-prix-denver-2011,TopFinish,1500,
thomas-pannell,grand-prix-denver-2011,TopFinish,1000,
paul-cheon,grand-prix-denver-2011,TopFinish,1000,
james-zornes,grand-prix-denver-2011,TopFinish,1000,
brian-kibler,grand-prix-denver-2011,TopFinish,1000,
david-sharfman,grand-prix-paris-2011,TopFinish,3500,
william-lowry,grand-prix-paris-2011,TopFinish,2300,
christian-huttenberger,grand-prix-paris-2011,TopFinish,1500,
gerald-leitzinger,grand-prix-paris-2011,TopFinish,1500,
kai-budde,grand-prix-paris-2011,TopFinish,1000,
sveinung-bjornerud,grand-prix-paris-2011,TopFinish,1000,
lewis-mcleod,grand-prix-paris-2011,TopFinish,1000,
dimitris-davios,grand-prix-paris-2011,TopFinish,1000,
ben-stark,pro-tour-paris-2011,TopFinish,40000,
paul-rietzl,pro-tour-paris-2011,TopFinish,20000,
vincent-lemoine,pro-tour-paris-2011,TopFinish,15000,
naoki-nakada,pro-tour-paris-2011,TopFinish,13000,
nico-bohny,pro-tour-paris-2011,TopFinish,11000,
patrick-chapin,pro-tour-paris-2011,TopFinish,10500,
tom-martell,pro-tour-paris-2011,TopFinish,10000,
shintaro-ishimura,pro-tour-paris-2011,TopFinish,9500,
jason-ford,grand-prix-atlanta-2011,TopFinish,3500,
ben-stark,grand-prix-atlanta-2011,TopFinish,2300,
jody-keith,grand-prix-atlanta-2011,TopFinish,1500,
christian-valenti,grand-prix-atlanta-2011,TopFinish,1500,
ari-lax,grand-prix-atlanta-2011,TopFinish,1000,
john-runyon,grand-prix-atlanta-2011,TopFinish,1000,
charles-gindy,grand-prix-atlanta-2011,TopFinish,1000,
owen-turtenwald,grand-prix-atlanta-2011,TopFinish,1000,
carlos-romao,magic-online-championship-2010,TopFinish,25000,
akira-asahara,magic-online-championship-2010,TopFinish,17000,
guillaume-matignon,world-championships-2010,TopFinish,45000,
guillaume-wafo-tapa,world-championships-2010,TopFinish,24000,
paulo-vitor-damo-da-rosa,world-championships-2010,TopFinish,15000,
love-janse,world-championships-2010,TopFinish,14000,
eric-froehlich,world-championships-2010,TopFinish,11000,
lukas-jaklovsky,world-championships-2010,TopFinish,10500,
christopher-wolf,world-championships-2010,TopFinish,10000,
jonathan-randle,world-championships-2010,TopFinish,9500,
robert-jurkovic,world-championships-teams-2010,TopFinish,4000,
ivan-floch,world-championships-teams-2010,TopFinish,4000,
patrik-surab,world-championships-teams-2010,TopFinish,4000,
adam-witton,world-championships-teams-2010,TopFinish,2500,
jeremy-neeman,world-championships-teams-2010,TopFinish,2500,
ian-wood,world-championships-teams-2010,TopFinish,2500,
andreas-ganz,world-championships-teams-2010,TopFinish,2000,
gabriel-meier,world-championships-teams-2010,TopFinish,2000,
florian-krauer,world-championships-teams-2010,TopFinish,2000,
petr-nahodil,world-championships-teams-2010,TopFinish,1750,
david-do-anh,world-championships-teams-2010,TopFinish,1750,
lukas-blohon,world-championships-teams-2010,TopFinish,1750,
pierluigi-aceto,grand-prix-florence-2010,TopFinish,3500,
nicola-landoni,grand-prix-florence-2010,TopFinish,2300,
shuhei-nakamura,grand-prix-florence-2010,TopFinish,1500,
guido-citino,grand-prix-florence-2010,TopFinish,1500,
mario-pascoli,grand-prix-florence-2010,TopFinish,1000,
tommi-lindgren,grand-prix-florence-2010,TopFinish,1000,
anders-melin,grand-prix-florence-2010,TopFinish,1000,
jorg-unfried,grand-prix-florence-2010,TopFinish,1000,
gerry-thompson,grand-prix-nashville-2010,TopFinish,3500,
ari-lax,grand-prix-nashville-2010,TopFinish,2300,
gerard-fabiano,grand-prix-nashville-2010,TopFinish,1500,
john-kolos,grand-prix-nashville-2010,TopFinish,1500,
josh-utter-leyton,grand-prix-nashville-2010,TopFinish,1000,
conley-woods,grand-prix-nashville-2010,TopFinish,1000,
martin-juza,grand-prix-nashville-2010,TopFinish,1000,
kyle-stoll,grand-prix-nashville-2010,TopFinish,1000,
martin-juza,grand-prix-bochum-2010,TopFinish,3500,
yves-sele,grand-prix-bochum-2010,TopFinish,2300,
julien-perez,grand-prix-bochum-2010,TopFinish,1500,
geertjan-woltjes,grand-prix-bochum-2010,TopFinish,1500,
manuel-mayer,grand-prix-bochum-2010,TopFinish,1000,
jonas-kostler,grand-prix-bochum-2010,TopFinish,1000,
sok-yong-lee,grand-prix-bochum-2010,TopFinish,1000,
matthias-kunzler,grand-prix-bochum-2010,TopFinish,1000,
jonathan-smithers,grand-prix-toronto-2010,TopFinish,3500,
brad-nelson,grand-prix-toronto-2010,TopFinish,2300,
dustin-feigerle,grand-prix-toronto-2010,TopFinish,1500,
ben-stark,grand-prix-toronto-2010,TopFinish,1500,
eric-froehlich,grand-prix-toronto-2010,TopFinish,1000,
david-howard,grand-prix-toronto-2010,TopFinish,1000,
patrick-cox,grand-prix-toronto-2010,TopFinish,1000,
stephen-zhang,grand-prix-toronto-2010,TopFinish,1000,
jeremy-neeman,grand-prix-sydney-2010,TopFinish,3500,
luis-scott-vargas,grand-prix-sydney-2010,TopFinish,2300,
jacky-zhang,grand-prix-sydney-2010,TopFinish,1500,
isaac-egan,grand-prix-sydney-2010,TopFinish,1500,
yuuya-watanabe,grand-prix-sydney-2010,TopFinish,1000,
michael-dao,grand-prix-sydney-2010,TopFinish,1000,
jarron-puszet,grand-prix-sydney-2010,TopFinish,1000,
masayasu-tanahashi,grand-prix-sydney-2010,TopFinish,1000,
eduardo-lopes,nationals-brazil-2010,TopFinish,1250,
rafael-zaghi,nationals-brazil-2010,TopFinish,750,
eduardo-dos-santos-vieira,nationals-brazil-2010,TopFinish,500,
cezar-choji,nationals-brazil-2010,TopFinish,500,
daniel-frias,nationals-brazil-2010,TopFinish,0,
walter-bruno-latorraca,nationals-brazil-2010,TopFinish,0,
robson-toneto-junior,nationals-brazil-2010,TopFinish,0,
enzo-real,nationals-brazil-2010,TopFinish,0,
simon-bertiou,nationals-greece-2010,TopFinish,0,
panagiotis-vournas,nationals-greece-2010,TopFinish,0,
panagiotis-papadopoulos,nationals-greece-2010,TopFinish,0,
paraskevas-papadopoulos,nationals-greece-2010,TopFinish,0,
vasilis-kourtidis,nationals-greece-2010,TopFinish,0,
bill-chronopoulos,nationals-greece-2010,TopFinish,0,
thanos-amarantidis,nationals-greece-2010,TopFinish,0,
dimitrios-mitritsas,nationals-greece-2010,TopFinish,0,
tzu-ching-kuo,nationals-taiwan-2010,TopFinish,0,
frank-hsieh,nationals-taiwan-2010,TopFinish,0,
zhongqi-tu,nationals-taiwan-2010,TopFinish,0,
tsai-cheng-lun,nationals-taiwan-2010,TopFinish,0,
martin-juza,grand-prix-portland-2010,TopFinish,3500,
thomas-kiene,grand-prix-portland-2010,TopFinish,2300,
josh-layne,grand-prix-portland-2010,TopFinish,1500,
philip-bau,grand-prix-portland-2010,TopFinish,1500,
jonathon-loucks,grand-prix-portland-2010,TopFinish,1000,
nicholas-lynn,grand-prix-portland-2010,TopFinish,1000,
david-ochoa,grand-prix-portland-2010,TopFinish,1000,
paulo-vitor-damo-da-rosa,grand-prix-portland-2010,TopFinish,1000,
franco-bonazza,nationals-argentina-2010,TopFinish,0,
martin-quiroga,nationals-argentina-2010,TopFinish,0,
gonzalo-del-fierro,nationals-argentina-2010,TopFinish,0,
gabriel-messina,nationals-argentina-2010,TopFinish,0,
jorge-quintero,nationals-argentina-2010,TopFinish,0,
paul-rietzl,pro-tour-amsterdam-2010,TopFinish,40000,
brad-nelson,pro-tour-amsterdam-2010,TopFinish,20000,
michael-jacob,pro-tour-amsterdam-2010,TopFinish,15000,
marijn-lybaert,pro-tour-amsterdam-2010,TopFinish,13000,
guillaume-wafo-tapa,pro-tour-amsterdam-2010,TopFinish,11000,
brian-kibler,pro-tour-amsterdam-2010,TopFinish,10500,
thomas-ma,pro-tour-amsterdam-2010,TopFinish,10000,
kai-budde,pro-tour-amsterdam-2010,TopFinish,9500,
kenny-oberg,grand-prix-gothenburg-2010,TopFinish,3500,
anton-jonsson,grand-prix-gothenburg-2010,TopFinish,2300,
marijn-lybaert,grand-prix-gothenburg-2010,TopFinish,1500,
allison-abe,grand-prix-gothenburg-2010,TopFinish,1500,
nicolai-herzog,grand-prix-gothenburg-2010,TopFinish,1000,
sami-haggkvist,grand-prix-gothenburg-2010,TopFinish,1000,
samuel-black,grand-prix-gothenburg-2010,TopFinish,1000,
markku-rikola,grand-prix-gothenburg-2010,TopFinish,1000,
rommel-asiong,nationals-philippines-2010,TopFinish,0,
jan-ang,nationals-philippines-2010,TopFinish,0,
christian-joseph-lim,nationals-philippines-2010,TopFinish,0,
joselito-alberto-jamir,nationals-philippines-2010,TopFinish,0,
ido-faran,nationals-israel-2010,TopFinish,0,
yoav-amir,nationals-israel-2010,TopFinish,0,
tamir-shalev,nationals-israel-2010,TopFinish,0,
shalom-ashwal,nationals-israel-2010,TopFinish,0,
yohai-eival,nationals-israel-2010,TopFinish,0,
yosef-trachtenberg,nationals-israel-2010,TopFinish,0,
niv-shmuely,nationals-israel-2010,TopFinish,0,
adi-bodner,nationals-israel-2010,TopFinish,0,
mario-alejandro-flores-silva,nationals-mexico-2010,TopFinish,0,
christian-delia-sanchez,nationals-mexico-2010,TopFinish,0,
adad-quintero,nationals-mexico-2010,TopFinish,0,
gerardo-godinez-estrada,nationals-mexico-2010,TopFinish,0,
hyun-woo-jeong,nationals-south-korea-2010,TopFinish,0,
tae-sun-yoon,nationals-south-korea-2010,TopFinish,0,
park-jun-young,nationals-south-korea-2010,TopFinish,0,
eric-klug,nationals-south-korea-2010,TopFinish,0,
chao-lu,nationals-china-2010,TopFinish,2100,
zhang-zhiyang,nationals-china-2010,TopFinish,1500,
qiang-lei,nationals-china-2010,TopFinish,1200,
jia-chong-lu,nationals-china-2010,TopFinish,900,
bin-jia,nationals-china-2010,TopFinish,450,
zhue-ran-liu,nationals-china-2010,TopFinish,450,
liang-xu,nationals-china-2010,TopFinish,300,
chao-yu,nationals-china-2010,TopFinish,300,
dennis-johannsen,nationals-germany-2010,TopFinish,750,
tobias-grafensteiner,nationals-germany-2010,TopFinish,750,
jorg-unfried,nationals-germany-2010,TopFinish,750,
christian-hauck,nationals-germany-2010,TopFinish,750,
florian-pils,nationals-germany-2010,TopFinish,0,
daniel-grafensteiner,nationals-germany-2010,TopFinish,0,
tobias-dreger,nationals-germany-2010,TopFinish,0,
sebastian-potyka,nationals-germany-2010,TopFinish,0,
joseph-jackson,nationals-great-britain-2010,TopFinish,0,
richard-bland,nationals-great-britain-2010,TopFinish,0,
daniel-gardner,nationals-great-britain-2010,TopFinish,0,
jonathan-randle,nationals-great-britain-2010,TopFinish,0,
andrew-morrison,nationals-great-britain-2010,TopFinish,0,
james-cleak,nationals-great-britain-2010,TopFinish,0,
eduardo-sajgalik,nationals-great-britain-2010,TopFinish,0,
james-foster,nationals-great-britain-2010,TopFinish,0,
josh-utter-leyton,nationals-united-states-2010,TopFinish,5000,
anthony-eason,nationals-united-states-2010,TopFinish,3000,
john-kolos,nationals-united-states-2010,TopFinish,2000,
david-ochoa,nationals-united-states-2010,TopFinish,2000,
eric-froehlich,nationals-united-states-2010,TopFinish,1000,
tim-sussino,nationals-united-states-2010,TopFinish,1000,
gerard-fabiano,nationals-united-states-2010,TopFinish,1000,
brad-nelson,nationals-united-states-2010,TopFinish,1000,
ryan-messick,eternal-championships-legacy-2010,TopFinish,0,
matthew-hazard,eternal-championships-legacy-2010,TopFinish,0,
stephen-schoppe,eternal-championships-legacy-2010,TopFinish,0,
tyler-edwards,eternal-championships-legacy-2010,TopFinish,0,
john-knapp,eternal-championships-legacy-2010,TopFinish,0,
adam-yurchick,eternal-championships-legacy-2010,TopFinish,0,
tim-hunt,eternal-championships-legacy-2010,TopFinish,0,
peter-franke,eternal-championships-legacy-2010,TopFinish,0,
gustavo-adolfo-escobar-forero,nationals-colombia-2010,TopFinish,0,
francisco-nogueira,nationals-colombia-2010,TopFinish,0,
luis-felipe-trujillo,nationals-colombia-2010,TopFinish,0,
daniel-parra-heron,nationals-colombia-2010,TopFinish,0,
chris-black,nationals-ireland-2010,TopFinish,0,
stephen-pashley,nationals-ireland-2010,TopFinish,0,
simon-carmichael,nationals-ireland-2010,TopFinish,0,
adam-alexander,nationals-ireland-2010,TopFinish,0,
owen-turtenwald,eternal-championships-vintage-2010,TopFinish,0,
robert-maher,eternal-championships-vintage-2010,TopFinish,0,
vincent-forino,eternal-championships-vintage-2010,TopFinish,0,
michael-gouthro,eternal-championships-vintage-2010,TopFinish,0,
ryan-glaskin,eternal-championships-vintage-2010,TopFinish,0,
jesse-martin,eternal-championships-vintage-2010,TopFinish,0,
aj-sacher,eternal-championships-vintage-2010,TopFinish,0,
jerome-yurchick,eternal-championships-vintage-2010,TopFinish,0,
sun-kit-yeung,nationals-hong-kong-2010,TopFinish,0,
leung-hon-chung,nationals-hong-kong-2010,TopFinish,0,
kung-yan,nationals-hong-kong-2010,TopFinish,0,
chan-sze-hang,nationals-hong-kong-2010,TopFinish,0,
scott-richards,nationals-new-zealand-2010,TopFinish,0,
ivan-schroder,nationals-new-zealand-2010,TopFinish,0,
xiangxue-song,nationals-new-zealand-2010,TopFinish,0,
matthew-rogers,nationals-new-zealand-2010,TopFinish,0,
anibal-carbonero,nationals-spain-2010,TopFinish,0,
alexis-martinez,nationals-spain-2010,TopFinish,0,
alberto-romero,nationals-spain-2010,TopFinish,0,
juan-jose-rodriguez-lopez,nationals-spain-2010,TopFinish,0,
francisco-fidel-vazquez,nationals-spain-2010,TopFinish,0,
pol-uros,nationals-spain-2010,TopFinish,0,
carlos-moral,nationals-spain-2010,TopFinish,0,
andres-labat,nationals-spain-2010,TopFinish,0,
andreas-ganz,nationals-switzerland-2010,TopFinish,0,
gabriel-meier,nationals-switzerland-2010,TopFinish,0,
florian-krauer,nationals-switzerland-2010,TopFinish,0,
wai-lok-chan,nationals-switzerland-2010,TopFinish,0,
marcel-arndt,nationals-switzerland-2010,TopFinish,0,
sascha-luscher,nationals-switzerland-2010,TopFinish,0,
samuel-marti,nationals-switzerland-2010,TopFinish,0,
benjamin-hampl,nationals-switzerland-2010,TopFinish,0,
tomoharu-saito,grand-prix-columbus-2010,TopFinish,3500,
tom-martell,grand-prix-columbus-2010,TopFinish,2300,
jason-ford,grand-prix-columbus-2010,TopFinish,1500,
caleb-durward,grand-prix-columbus-2010,TopFinish,1500,
bryant-cook,grand-prix-columbus-2010,TopFinish,1000,
chris-gosselin,grand-prix-columbus-2010,TopFinish,1000,
korey-age,grand-prix-columbus-2010,TopFinish,1000,
brad-nelson,grand-prix-columbus-2010,TopFinish,1000,
francisco-rojas-sessarego,nationals-chile-2010,TopFinish,0,
jose-varas,nationals-chile-2010,TopFinish,0,
eduardo-soto,nationals-chile-2010,TopFinish,0,
jose-luis-echeverria-paredes,nationals-chile-2010,TopFinish,0,
federico-ronchi,nationals-italy-2010,TopFinish,0,
daniel-spano,nationals-italy-2010,TopFinish,0,
guido-roccoli,nationals-italy-2010,TopFinish,0,
enrico-torazza,nationals-italy-2010,TopFinish,0,
paolo-testa,nationals-italy-2010,TopFinish,0,
andrea-giarola,nationals-italy-2010,TopFinish,0,
angelo-asta,nationals-italy-2010,TopFinish,0,
stefano-biasio,nationals-italy-2010,TopFinish,0,
adam-witton,nationals-australia-2010,TopFinish,3000,
jeremy-neeman,nationals-australia-2010,TopFinish,2000,
ian-wood,nationals-australia-2010,TopFinish,1500,
edwin-jones,nationals-australia-2010,TopFinish,1500,
alex-mccormick,nationals-australia-2010,TopFinish,500,
ben-fleming,nationals-australia-2010,TopFinish,500,
geoff-zhao,nationals-australia-2010,TopFinish,500,
steven-aplin,nationals-australia-2010,TopFinish,500,
christian-gawrilowicz,nationals-austria-2010,TopFinish,0,
simon-grunauer,nationals-austria-2010,TopFinish,0,
nikolaus-eigner,nationals-austria-2010,TopFinish,0,
vijay-chand,nationals-austria-2010,TopFinish,0,
florian-kirchbacher,nationals-austria-2010,TopFinish,0,
benjamin-lamprecht,nationals-austria-2010,TopFinish,0,
dominik-wieser,nationals-austria-2010,TopFinish,0,
jasar-elarar,nationals-canada-2010,TopFinish,3200,
vincent-thibeault,nationals-canada-2010,TopFinish,2200,
pascal-maynard,nationals-canada-2010,TopFinish,1600,
kyle-duncan,nationals-canada-2010,TopFinish,1000,
grayson-moore,nationals-canada-2010,TopFinish,500,
noah-long,nationals-canada-2010,TopFinish,500,
benoit-desrosiers,nationals-canada-2010,TopFinish,500,
matthew-macmullin,nationals-canada-2010,TopFinish,500,
julien-parez,nationals-france-2010,TopFinish,0,
guillaume-matignon,nationals-france-2010,TopFinish,0,
antoine-ruel,nationals-france-2010,TopFinish,0,
guillaume-wafo-tapa,nationals-france-2010,TopFinish,0,
gregory-pierron,nationals-france-2010,TopFinish,0,
lucas-florent,nationals-france-2010,TopFinish,0,
boris-faivre,nationals-france-2010,TopFinish,0,
pierre-jerome-meurisse,nationals-france-2010,TopFinish,0,
jason-ng,nationals-malaysia-2010,TopFinish,0,
chong-teng-kong,nationals-malaysia-2010,TopFinish,0,
ben-chio,nationals-malaysia-2010,TopFinish,0,
joe-soh,nationals-malaysia-2010,TopFinish,0,
ken-lim,nationals-malaysia-2010,TopFinish,0,
wesley-ng,nationals-malaysia-2010,TopFinish,0,
justin-lim,nationals-malaysia-2010,TopFinish,0,
terry-soh,nationals-malaysia-2010,TopFinish,0,
jani-lindroos,nationals-finland-2010,TopFinish,0,
erkki-siira,nationals-finland-2010,TopFinish,0,
kalle-sundberg,nationals-finland-2010,TopFinish,0,
max-lehtinen,nationals-finland-2010,TopFinish,0,
petr-nahodil,nationals-czech-republic-2010,TopFinish,0,
lukas-blohon,nationals-czech-republic-2010,TopFinish,0,
david-do-anh,nationals-czech-republic-2010,TopFinish,0,
svatopluk-sejkora,nationals-czech-republic-2010,TopFinish,0,
jan-kotrla,nationals-czech-republic-2010,TopFinish,0,
petr-kludka,nationals-czech-republic-2010,TopFinish,0,
adam-koska,nationals-czech-republic-2010,TopFinish,0,
jan-brodzak,nationals-czech-republic-2010,TopFinish,0,
gergely-gulyas,nationals-hungary-2010,TopFinish,0,
krisztian-kovacs,nationals-hungary-2010,TopFinish,0,
janos-konkoly,nationals-hungary-2010,TopFinish,0,
csaba-szenasi,nationals-hungary-2010,TopFinish,0,
andras-nagy,nationals-hungary-2010,TopFinish,0,
aron-negyesi,nationals-hungary-2010,TopFinish,0,
jozsef-turcsanyi,nationals-hungary-2010,TopFinish,0,
csaba-racz,nationals-hungary-2010,TopFinish,0,
bas-melis,nationals-netherlands-2010,TopFinish,0,
ziming-chen,nationals-netherlands-2010,TopFinish,0,
frank-roelofs,nationals-netherlands-2010,TopFinish,0,
roy-oever,nationals-netherlands-2010,TopFinish,0,
richard-sterrenberg,nationals-netherlands-2010,TopFinish,0,
peter-florijn,nationals-netherlands-2010,TopFinish,0,
job-meertens,nationals-netherlands-2010,TopFinish,0,
robbin-boer,nationals-netherlands-2010,TopFinish,0,
mikolaj-wyspianski,nationals-poland-2010,TopFinish,0,
piotr-andrys,nationals-poland-2010,TopFinish,0,
tomek-pedrakowski,nationals-poland-2010,TopFinish,0,
konrad-sokolowski,nationals-poland-2010,TopFinish,0,
hugo-sa,nationals-portugal-2010,TopFinish,0,
narciso-ferreira,nationals-portugal-2010,TopFinish,0,
mario-azevedo,nationals-portugal-2010,TopFinish,0,
frederico-costa,nationals-portugal-2010,TopFinish,0,
ivan-floch,nationals-slovakia-2010,TopFinish,0,
robert-jurkovic,nationals-slovakia-2010,TopFinish,0,
patrik-surab,nationals-slovakia-2010,TopFinish,0,
richard-glasner,nationals-slovakia-2010,TopFinish,0,
zdenko-nouzovsky,nationals-slovakia-2010,TopFinish,0,
filip-polasek,nationals-slovakia-2010,TopFinish,0,
janos-csomos,nationals-slovakia-2010,TopFinish,0,
peter-bero,nationals-slovakia-2010,TopFinish,0,
kampanart-wiriyaampon,nationals-thailand-2010,TopFinish,0,
vitay-titaratanaporn,nationals-thailand-2010,TopFinish,0,
veerapat-sirilertvorakul,nationals-thailand-2010,TopFinish,0,
rachata-prukwattanawong,nationals-thailand-2010,TopFinish,0,
kan-poonsattha,nationals-thailand-2010,TopFinish,0,
katsuhiro-mori,nationals-japan-2010,TopFinish,3000,
tsuyoshi-ikeda,nationals-japan-2010,TopFinish,2000,
shou-tagomori,nationals-japan-2010,TopFinish,1200,
ryoichi-tamada,nationals-japan-2010,TopFinish,1000,
shota-yasooka,nationals-japan-2010,TopFinish,750,
shou-ishikawa,nationals-japan-2010,TopFinish,750,
naoki-shimizu,nationals-japan-2010,TopFinish,750,
jinpei-hassaku,nationals-japan-2010,TopFinish,750,
vladimir-mishustin,nationals-russia-2010,TopFinish,0,
igor-gorbunov,nationals-russia-2010,TopFinish,0,
maxim-zrelov,nationals-russia-2010,TopFinish,0,
alexander-tegay,nationals-russia-2010,TopFinish,0,
igor-paslavskyy,nationals-ukraine-2010,TopFinish,0,
oleg-chorny,nationals-ukraine-2010,TopFinish,0,
alexey-antonenko,nationals-ukraine-2010,TopFinish,0,
mihail-grishenko,nationals-ukraine-2010,TopFinish,0,
eugene-gontaev,nationals-ukraine-2010,TopFinish,0,
andrew-tskitjshvili,nationals-ukraine-2010,TopFinish,0,
yaroslav-shlyakhov,nationals-ukraine-2010,TopFinish,0,
tima-yoda,nationals-ukraine-2010,TopFinish,0,
aurelien-dubuisson,nationals-belgium-2010,TopFinish,0,
jan-van-nieuwenhove,nationals-belgium-2010,TopFinish,0,
jelle-lauwers,nationals-belgium-2010,TopFinish,0,
marc-andre-de-leeuw,nationals-belgium-2010,TopFinish,0,
marijn-lybaert,nationals-belgium-2010,TopFinish,0,
philip-verdoodt,nationals-belgium-2010,TopFinish,0,
chris-van-den-wouwer,nationals-belgium-2010,TopFinish,0,
pascal-vieren,nationals-belgium-2010,TopFinish,0,
eivind-nitter,nationals-norway-2010,TopFinish,0,
oyvind-harding,nationals-norway-2010,TopFinish,0,
anders-weydahl,nationals-norway-2010,TopFinish,0,
mats-ellingsen,nationals-norway-2010,TopFinish,0,
andreas-nordahl,nationals-norway-2010,TopFinish,0,
oyvind-andersen,nationals-norway-2010,TopFinish,0,
oystein-hasnes,nationals-norway-2010,TopFinish,0,
harald-ringstrom,nationals-norway-2010,TopFinish,0,
martin-dang,nationals-denmark-2010,TopFinish,0,
anders-klausholm-thidemann,nationals-denmark-2010,TopFinish,0,
peter-steinaa,nationals-denmark-2010,TopFinish,0,
eske-sparso,nationals-denmark-2010,TopFinish,0,
janus-kofoed,nationals-denmark-2010,TopFinish,0,
nis-berthelsen,nationals-denmark-2010,TopFinish,0,
lars-birch,nationals-denmark-2010,TopFinish,0,
jakob-steinaa,nationals-denmark-2010,TopFinish,0,
anders-melin,nationals-sweden-2010,TopFinish,0,
bernhard-zander,nationals-sweden-2010,TopFinish,0,
love-janse,nationals-sweden-2010,TopFinish,0,
robert-hellgren,nationals-sweden-2010,TopFinish,0,
johan-sadeghpour,nationals-sweden-2010,TopFinish,0,
bertil-elfgren,nationals-sweden-2010,TopFinish,0,
martin-lindstrom,nationals-sweden-2010,TopFinish,0,
kenny-oberg,nationals-sweden-2010,TopFinish,0,
naoki-nakada,grand-prix-manila-2010,TopFinish,3500,
taufik-indrakesuma,grand-prix-manila-2010,TopFinish,2300,
gerald-camangon,grand-prix-manila-2010,TopFinish,1500,
yuuya-watanabe,grand-prix-manila-2010,TopFinish,1500,
yuchen-liu,grand-prix-manila-2010,TopFinish,1000,
adrian-marasigan,grand-prix-manila-2010,TopFinish,1000,
yuta-takahashi,grand-prix-manila-2010,TopFinish,1000,
bayani-reyes-manansala,grand-prix-manila-2010,TopFinish,1000,
brad-nelson,magic-online-community-cup-2010,TopFinish,0,
joshua-x-claytor,magic-online-community-cup-2010,TopFinish,0,
victor-bloodgood,magic-online-community-cup-2010,TopFinish,0,
joseph-hill,magic-online-community-cup-2010,TopFinish,0,
marin-baraba,magic-online-community-cup-2010,TopFinish,0,
callum-milne,magic-online-community-cup-2010,TopFinish,0,
evan-erwin,magic-online-community-cup-2010,TopFinish,0,
ed-grabianowski,magic-online-community-cup-2010,TopFinish,0,
brian-kibler,grand-prix-sendai-2010,TopFinish,3500,
