Source,Target,relation,money,team
makihito-mihara,grand-prix-sendai-2010,TopFinish,2300,
shota-yasooka,grand-prix-sendai-2010,TopFinish,1500,
motoaki-itou,grand-prix-sendai-2010,TopFinish,1500,
takeshi-ozawa,grand-prix-sendai-2010,TopFinish,1000,
yuuya-watanabe,grand-prix-sendai-2010,TopFinish,1000,
hiroyuki-shimoya,grand-prix-sendai-2010,TopFinish,1000,
ryou-tasaki,grand-prix-sendai-2010,TopFinish,1000,
paulo-vitor-damo-da-rosa,pro-tour-san-juan-2010,TopFinish,40000,
guillaume-matignon,pro-tour-san-juan-2010,TopFinish,20000,
andrea-giarola,pro-tour-san-juan-2010,TopFinish,15000,
noah-swartz,pro-tour-san-juan-2010,TopFinish,13000,
josh-utter-leyton,pro-tour-san-juan-2010,TopFinish,11000,
brad-nelson,pro-tour-san-juan-2010,TopFinish,10500,
koutarou-ootsuka,pro-tour-san-juan-2010,TopFinish,10000,
jeremy-neeman,pro-tour-san-juan-2010,TopFinish,9500,
brad-nelson,grand-prix-washington-d-c-2010,TopFinish,3500,
owen-turtenwald,grand-prix-washington-d-c-2010,TopFinish,2300,
kyle-boggemes,grand-prix-washington-d-c-2010,TopFinish,1500,
joshua-wagener,grand-prix-washington-d-c-2010,TopFinish,1500,
brett-blackman,grand-prix-washington-d-c-2010,TopFinish,1000,
michael-stanfar,grand-prix-washington-d-c-2010,TopFinish,1000,
bradley-carpenter,grand-prix-washington-d-c-2010,TopFinish,1000,
carlos-romao,grand-prix-washington-d-c-2010,TopFinish,1000,
florian-koch,grand-prix-lyon-2010,TopFinish,3500,
tobias-grafensteiner,grand-prix-lyon-2010,TopFinish,2300,
peter-vieren,grand-prix-lyon-2010,TopFinish,1500,
bram-snepvangers,grand-prix-lyon-2010,TopFinish,1500,
joakim-almelund,grand-prix-lyon-2010,TopFinish,1000,
lukas-blohon,grand-prix-lyon-2010,TopFinish,1000,
vladimir-komanicky,grand-prix-lyon-2010,TopFinish,1000,
marcello-calvetto,grand-prix-lyon-2010,TopFinish,1000,
adam-yurchick,grand-prix-houston-2010,TopFinish,3500,
shaun-rodriguez,grand-prix-houston-2010,TopFinish,2300,
kenneth-ellis,grand-prix-houston-2010,TopFinish,1500,
todd-anderson,grand-prix-houston-2010,TopFinish,1500,
shuhei-nakamura,grand-prix-houston-2010,TopFinish,1000,
paulo-vitor-damo-da-rosa,grand-prix-houston-2010,TopFinish,1000,
charles-lancaster,grand-prix-houston-2010,TopFinish,1000,
pete-picard,grand-prix-houston-2010,TopFinish,1000,
emanuele-giusti,grand-prix-brussels-2010,TopFinish,3500,
zoltan-szoke,grand-prix-brussels-2010,TopFinish,2300,
tamas-nagy,grand-prix-brussels-2010,TopFinish,1500,
steve-bernstein,grand-prix-brussels-2010,TopFinish,1500,
nicolas-lambach,grand-prix-brussels-2010,TopFinish,1000,
christophe-gregoir,grand-prix-brussels-2010,TopFinish,1000,
francesco-cipolleschi,grand-prix-brussels-2010,TopFinish,1000,
ludvig-londos,grand-prix-brussels-2010,TopFinish,1000,
katsuhiro-mori,grand-prix-yokohama-2010,TopFinish,3500,
masashiro-kuroda,grand-prix-yokohama-2010,TopFinish,2300,
min-su-kim,grand-prix-yokohama-2010,TopFinish,1500,
takashi-ishihara,grand-prix-yokohama-2010,TopFinish,1500,
tzu-ching-kuo,grand-prix-yokohama-2010,TopFinish,1000,
yasunori-baba,grand-prix-yokohama-2010,TopFinish,1000,
atsuo-se,grand-prix-yokohama-2010,TopFinish,1000,
tomoyuki-honnami,grand-prix-yokohama-2010,TopFinish,1000,
ding-leong,grand-prix-kuala-lumpur-2010,TopFinish,3500,
xue-tong-du,grand-prix-kuala-lumpur-2010,TopFinish,2300,
jakguy-subcharoen,grand-prix-kuala-lumpur-2010,TopFinish,1500,
shingo-fukuta,grand-prix-kuala-lumpur-2010,TopFinish,1500,
shota-yasooka,grand-prix-kuala-lumpur-2010,TopFinish,1000,
wei-han-chin,grand-prix-kuala-lumpur-2010,TopFinish,1000,
raffy-sarto,grand-prix-kuala-lumpur-2010,TopFinish,1000,
zhang-zhiyang,grand-prix-kuala-lumpur-2010,TopFinish,1000,
andreas-muller,grand-prix-madrid-2010,TopFinish,3500,
david-do-anh,grand-prix-madrid-2010,TopFinish,2300,
richard-bland,grand-prix-madrid-2010,TopFinish,1500,
tomoharu-saito,grand-prix-madrid-2010,TopFinish,1500,
ruben-gonzalez-caballero,grand-prix-madrid-2010,TopFinish,1000,
lluis-restoy-hernandez,grand-prix-madrid-2010,TopFinish,1000,
alejandro-delgado,grand-prix-madrid-2010,TopFinish,1000,
sven-dijt,grand-prix-madrid-2010,TopFinish,1000,
simon-gortzen,pro-tour-san-diego-2010,TopFinish,40000,
kyle-boggemes,pro-tour-san-diego-2010,TopFinish,20000,
luis-scott-vargas,pro-tour-san-diego-2010,TopFinish,15000,
craig-wescoe,pro-tour-san-diego-2010,TopFinish,13000,
daniel-grafensteiner,pro-tour-san-diego-2010,TopFinish,11000,
niels-viaene,pro-tour-san-diego-2010,TopFinish,10500,
yoshihiko-ikawa,pro-tour-san-diego-2010,TopFinish,10000,
jeroen-kanis,pro-tour-san-diego-2010,TopFinish,9500,
matthew-nass,grand-prix-oakland-2010,TopFinish,3500,
adam-yurchick,grand-prix-oakland-2010,TopFinish,2300,
conley-woods,grand-prix-oakland-2010,TopFinish,1500,
travis-woo,grand-prix-oakland-2010,TopFinish,1500,
patrick-cox,grand-prix-oakland-2010,TopFinish,1000,
joby-parrish,grand-prix-oakland-2010,TopFinish,1000,
petr-brozek,grand-prix-oakland-2010,TopFinish,1000,
tomoharu-saito,grand-prix-oakland-2010,TopFinish,1000,
yehor-polschak,nationals-belarus-2010,TopFinish,0,
alejandro-van-mourik,nationals-bolivia-2010,TopFinish,0,
matheo-gavilano,nationals-bolivia-2010,TopFinish,0,
juan-vargas-carreras,nationals-bolivia-2010,TopFinish,0,
alejandro-rendon,nationals-bolivia-2010,TopFinish,0,
ivan-govedarov,nationals-bulgaria-2010,TopFinish,0,
miguel-gatica,nationals-costa-rica-2010,TopFinish,0,
cristian-zuniga,nationals-costa-rica-2010,TopFinish,0,
jose-pablo-umana-chaves,nationals-costa-rica-2010,TopFinish,0,
mauricio-aguero,nationals-costa-rica-2010,TopFinish,0,
toni-portolan,nationals-croatia-2010,TopFinish,0,
zvonimir-petrovic,nationals-croatia-2010,TopFinish,0,
stjepan-sucic,nationals-croatia-2010,TopFinish,0,
dinko-sulicic,nationals-croatia-2010,TopFinish,0,
kosta-bekic,nationals-croatia-2010,TopFinish,0,
filip-popovic,nationals-croatia-2010,TopFinish,0,
niko-bacic,nationals-croatia-2010,TopFinish,0,
danijel-plese,nationals-croatia-2010,TopFinish,0,
omar-bonilla,nationals-dominican-republic-2010,TopFinish,0,
mario-castillo,nationals-ecuador-2010,TopFinish,0,
ricardo-cabrero,nationals-el-salvador-2010,TopFinish,0,
taavi-ludvi,nationals-estonia-2010,TopFinish,0,
jeersson-arturo-soch,nationals-guatemala-2010,TopFinish,0,
ottoniel-ortiz,nationals-guatemala-2010,TopFinish,0,
rigoberto-castellan-robles,nationals-guatemala-2010,TopFinish,0,
wilfredo-bojorquez,nationals-guatemala-2010,TopFinish,0,
halldor-sigurdur-kjartansson,nationals-iceland-2010,TopFinish,0,
benny-soewanda,nationals-indonesia-2010,TopFinish,0,
marat-zhanseitov,nationals-kazakhstan-2010,TopFinish,0,
filips-kamkins,nationals-latvia-2010,TopFinish,0,
arturas-zinovjevas,nationals-lithuania-2010,TopFinish,0,
charles-thoss,nationals-luxembourg-2010,TopFinish,0,
aleksandar-panajotov,nationals-macedonia-2010,TopFinish,0,
mark-bonett,nationals-malta-2010,TopFinish,0,
saul-alvarado,nationals-panama-2010,TopFinish,0,
steve-vidalon-hoyos,nationals-peru-2010,TopFinish,0,
manuel-malquichagua,nationals-peru-2010,TopFinish,0,
daniel-fernadez-prada,nationals-peru-2010,TopFinish,0,
maick-castaneda,nationals-peru-2010,TopFinish,0,
jorge-muniz,nationals-puerto-rico-2010,TopFinish,0,
jean-baez,nationals-puerto-rico-2010,TopFinish,0,
braulio-rivera,nationals-puerto-rico-2010,TopFinish,0,
cesar-soto,nationals-puerto-rico-2010,TopFinish,0,
raoul-trifan,nationals-romania-2010,TopFinish,0,
alex-boariu,nationals-romania-2010,TopFinish,0,
ionut-zabulica,nationals-romania-2010,TopFinish,0,
toma-putere,nationals-romania-2010,TopFinish,0,
aleksa-telarov,nationals-serbia-2010,TopFinish,0,
radenko-juros,nationals-serbia-2010,TopFinish,0,
nemanja-dimitric,nationals-serbia-2010,TopFinish,0,
aleksandar-radin,nationals-serbia-2010,TopFinish,0,
teng-chek-lim,nationals-singapore-2010,TopFinish,0,
steven-tan,nationals-singapore-2010,TopFinish,0,
kok-seng-ong,nationals-singapore-2010,TopFinish,0,
rondy-krish,nationals-singapore-2010,TopFinish,0,
tine-rus,nationals-slovenia-2010,TopFinish,0,
andrej-rutar,nationals-slovenia-2010,TopFinish,0,
bojan-zunko,nationals-slovenia-2010,TopFinish,0,
primoz-lavs,nationals-slovenia-2010,TopFinish,0,
dale-fienberg,nationals-south-africa-2010,TopFinish,0,
michael-strauss,nationals-south-africa-2010,TopFinish,0,
claude-crook,nationals-south-africa-2010,TopFinish,0,
james-combrink,nationals-south-africa-2010,TopFinish,0,
sureyya-dipsar,nationals-turkey-2010,TopFinish,0,
emir-alimoglu,nationals-turkey-2010,TopFinish,0,
alejandro-betschart,nationals-uruguay-2010,TopFinish,0,
daniel-fior,nationals-venezuela-2010,TopFinish,0,
luis-luks,nationals-venezuela-2010,TopFinish,0,
jose-barreiro,nationals-venezuela-2010,TopFinish,0,
anssi-myllymaki,magic-online-championship-2009,TopFinish,13000,
shota-yasooka,magic-online-championship-2009,TopFinish,9000,
andre-coimbra,world-championships-2009,TopFinish,45000,
david-reitbauer,world-championships-2009,TopFinish,24000,
terry-soh,world-championships-2009,TopFinish,15000,
bram-snepvangers,world-championships-2009,TopFinish,14000,
william-cavaglieri,world-championships-2009,TopFinish,11000,
manuel-bucher,world-championships-2009,TopFinish,10500,
marijn-lybaert,world-championships-2009,TopFinish,10000,
florian-pils,world-championships-2009,TopFinish,9500,
zhang-zhiyang,world-championships-teams-2009,TopFinish,4000,
wu-tong,world-championships-teams-2009,TopFinish,4000,
bo-li,world-championships-teams-2009,TopFinish,4000,
benedikt-klauser,world-championships-teams-2009,TopFinish,2500,
bernhard-lehner,world-championships-teams-2009,TopFinish,2500,
benjamin-rozhon,world-championships-teams-2009,TopFinish,2500,
lukas-jaklovsky,world-championships-teams-2009,TopFinish,2000,
lukas-blohon,world-championships-teams-2009,TopFinish,2000,
jan-kotrla,world-championships-teams-2009,TopFinish,2000,
niels-noorlander,world-championships-teams-2009,TopFinish,1750,
kevin-grove,world-championships-teams-2009,TopFinish,1750,
tom-van-lamoen,world-championships-teams-2009,TopFinish,1750,
zohar-bhagat,grand-prix-minneapolis-2009,TopFinish,3500,
matthew-sperling,grand-prix-minneapolis-2009,TopFinish,2300,
brian-kibler,grand-prix-minneapolis-2009,TopFinish,1500,
brad-nelson,grand-prix-minneapolis-2009,TopFinish,1500,
owen-turtenwald,grand-prix-minneapolis-2009,TopFinish,1000,
david-ochoa,grand-prix-minneapolis-2009,TopFinish,1000,
mike-gualtieri,grand-prix-minneapolis-2009,TopFinish,1000,
tom-ross,grand-prix-minneapolis-2009,TopFinish,1000,
adrian-rosada,grand-prix-paris-2009,TopFinish,3500,
danny-ecker,grand-prix-paris-2009,TopFinish,2300,
lino-burgold,grand-prix-paris-2009,TopFinish,1500,
niels-viaene,grand-prix-paris-2009,TopFinish,1500,
herbert-engleitner,grand-prix-paris-2009,TopFinish,1000,
bernd-brendemuhl,grand-prix-paris-2009,TopFinish,1000,
jeremy-dezani,grand-prix-paris-2009,TopFinish,1000,
gonzague-allouchery,grand-prix-paris-2009,TopFinish,1000,
thomas-baird,magic-online-community-cup-2009,TopFinish,0,
alex-ullman,magic-online-community-cup-2009,TopFinish,0,
mike-linton,magic-online-community-cup-2009,TopFinish,0,
walter-kolcynski,magic-online-community-cup-2009,TopFinish,0,
pete-jahn,magic-online-community-cup-2009,TopFinish,0,
samantha-mccarl,magic-online-community-cup-2009,TopFinish,0,
john-baichtal,magic-online-community-cup-2009,TopFinish,0,
erik-friborg,magic-online-community-cup-2009,TopFinish,0,
taisuke-ishii,grand-prix-kitakyushu-2009,TopFinish,3500,
masashi-oiso,grand-prix-kitakyushu-2009,TopFinish,2300,
jun-ya-iyanaga,grand-prix-kitakyushu-2009,TopFinish,1500,
ken-yukuhiro,grand-prix-kitakyushu-2009,TopFinish,1500,
yuuya-watanabe,grand-prix-kitakyushu-2009,TopFinish,1000,
takeshi-takagi,grand-prix-kitakyushu-2009,TopFinish,1000,
hironobu-sugaya,grand-prix-kitakyushu-2009,TopFinish,1000,
katsuhiro-mori,grand-prix-kitakyushu-2009,TopFinish,1000,
gaudenis-vidugiris,grand-prix-tampa-2009,TopFinish,3500,
conley-woods,grand-prix-tampa-2009,TopFinish,2300,
john-skinner,grand-prix-tampa-2009,TopFinish,1500,
john-may,grand-prix-tampa-2009,TopFinish,1500,
gabriel-nassif,grand-prix-tampa-2009,TopFinish,1000,
alex-majlaton,grand-prix-tampa-2009,TopFinish,1000,
tom-ross,grand-prix-tampa-2009,TopFinish,1000,
martin-juza,grand-prix-tampa-2009,TopFinish,1000,
brian-kibler,pro-tour-austin-2009,TopFinish,40000,
tsuyoshi-ikeda,pro-tour-austin-2009,TopFinish,20000,
naoki-shimizu,pro-tour-austin-2009,TopFinish,15000,
hunter-burton,pro-tour-austin-2009,TopFinish,13000,
evangelos-papatsarouchas,pro-tour-austin-2009,TopFinish,11000,
yuuya-watanabe,pro-tour-austin-2009,TopFinish,10500,
martin-juza,pro-tour-austin-2009,TopFinish,10000,
paulo-vitor-damo-da-rosa,pro-tour-austin-2009,TopFinish,9500,
yuuya-watanabe,grand-prix-melbourne-2009,TopFinish,3500,
tomoharu-saito,grand-prix-melbourne-2009,TopFinish,2300,
marcus-teo,grand-prix-melbourne-2009,TopFinish,1500,
shane-dalliston,grand-prix-melbourne-2009,TopFinish,1500,
brett-hughes,grand-prix-melbourne-2009,TopFinish,1000,
jacky-zhang,grand-prix-melbourne-2009,TopFinish,1000,
joel-piotto,grand-prix-melbourne-2009,TopFinish,1000,
steven-aplin,grand-prix-melbourne-2009,TopFinish,1000,
jan-schmidt,grand-prix-prague-2009,TopFinish,3500,
yuuya-watanabe,grand-prix-prague-2009,TopFinish,2300,
bojan-zunko,grand-prix-prague-2009,TopFinish,1500,
ognjen-cividini,grand-prix-prague-2009,TopFinish,1500,
julien-de-graat,grand-prix-prague-2009,TopFinish,1000,
lukas-vozdecky,grand-prix-prague-2009,TopFinish,1000,
marcel-kondrk,grand-prix-prague-2009,TopFinish,1000,
radek-kaczmarczyk,grand-prix-prague-2009,TopFinish,1000,
tsuyoshi-ikeda,grand-prix-niigata-2009,TopFinish,3500,
shingou-kurihara,grand-prix-niigata-2009,TopFinish,2300,
ren-ishikawa,grand-prix-niigata-2009,TopFinish,1500,
hajime-nakamura,grand-prix-niigata-2009,TopFinish,1500,
shou-ishikawa,grand-prix-niigata-2009,TopFinish,1000,
takaya-saito,grand-prix-niigata-2009,TopFinish,1000,
gaudenis-vidugiris,grand-prix-niigata-2009,TopFinish,1000,
yuuya-watanabe,grand-prix-niigata-2009,TopFinish,1000,
shingou-kurihara,grand-prix-bangkok-2009,TopFinish,3500,
martin-juza,grand-prix-bangkok-2009,TopFinish,2300,
koutarou-ootsuka,grand-prix-bangkok-2009,TopFinish,1500,
matteo-orsini-jones,grand-prix-bangkok-2009,TopFinish,1500,
ruud-warmenhoven,grand-prix-bangkok-2009,TopFinish,1000,
yuuya-watanabe,grand-prix-bangkok-2009,TopFinish,1000,
ryan-luo,grand-prix-bangkok-2009,TopFinish,1000,
zhang-zhiyang,grand-prix-bangkok-2009,TopFinish,1000,
wei-chun-fang,nationals-taiwan-2009,TopFinish,0,
hao-shan-huang,nationals-taiwan-2009,TopFinish,0,
chou-chifong,nationals-taiwan-2009,TopFinish,0,
ruei-yi-weng,nationals-taiwan-2009,TopFinish,0,
ernest-turck,eternal-championships-legacy-2009,TopFinish,0,
ben-wienburg,eternal-championships-legacy-2009,TopFinish,0,
jacob-schnieders,eternal-championships-legacy-2009,TopFinish,0,
david-caplan,eternal-championships-legacy-2009,TopFinish,0,
tim-hunt,eternal-championships-legacy-2009,TopFinish,0,
devon-ducommun,eternal-championships-legacy-2009,TopFinish,0,
ben-steiner,eternal-championships-legacy-2009,TopFinish,0,
owen-turtenwald,eternal-championships-legacy-2009,TopFinish,0,
itou-hiromichi,eternal-championships-vintage-2009,TopFinish,0,
colin-wu,eternal-championships-vintage-2009,TopFinish,0,
brian-demars,eternal-championships-vintage-2009,TopFinish,0,
brandon-jones,eternal-championships-vintage-2009,TopFinish,0,
devon-ducommun,eternal-championships-vintage-2009,TopFinish,0,
jesse-speers,eternal-championships-vintage-2009,TopFinish,0,
mark-trogdon,eternal-championships-vintage-2009,TopFinish,0,
john-donovan,eternal-championships-vintage-2009,TopFinish,0,
sebastian-thaler,nationals-germany-2009,TopFinish,0,
sebastian-kuchenbecker,nationals-germany-2009,TopFinish,0,
lino-burgold,nationals-germany-2009,TopFinish,0,
tobias-grafensteiner,nationals-germany-2009,TopFinish,0,
florian-pils,nationals-germany-2009,TopFinish,0,
andreas-schraut,nationals-germany-2009,TopFinish,0,
thomas-steeger,nationals-germany-2009,TopFinish,0,
andre-luff,nationals-germany-2009,TopFinish,0,
olivier-ruel,grand-prix-brighton-2009,TopFinish,3500,
martin-juza,grand-prix-brighton-2009,TopFinish,2300,
dennis-stone,grand-prix-brighton-2009,TopFinish,1500,
mark-dictus,grand-prix-brighton-2009,TopFinish,1500,
kevin-grove,grand-prix-brighton-2009,TopFinish,1000,
robbert-menten,grand-prix-brighton-2009,TopFinish,1000,
reinhold-kohl,grand-prix-brighton-2009,TopFinish,1000,
joseph-jackson,grand-prix-brighton-2009,TopFinish,1000,
alejo-zagalsky,nationals-argentina-2009,TopFinish,0,
fernando-orge,nationals-argentina-2009,TopFinish,0,
damian-buckley,nationals-argentina-2009,TopFinish,0,
esteban-moschini,nationals-argentina-2009,TopFinish,0,
gonzalo-ferrari-spampinato,nationals-argentina-2009,TopFinish,0,
pablo-olejavetzsky,nationals-argentina-2009,TopFinish,0,
matias-rodriguez,nationals-argentina-2009,TopFinish,0,
sebastian-pozzo,nationals-argentina-2009,TopFinish,0,
daniel-gardner,nationals-great-britain-2009,TopFinish,0,
christopher-rossiter,nationals-great-britain-2009,TopFinish,0,
peter-mottram,nationals-great-britain-2009,TopFinish,0,
mick-edwards,nationals-great-britain-2009,TopFinish,0,
gregory-squire,nationals-great-britain-2009,TopFinish,0,
richard-smith,nationals-great-britain-2009,TopFinish,0,
peter-dun,nationals-great-britain-2009,TopFinish,0,
mark-glenister,nationals-great-britain-2009,TopFinish,0,
marlon-egolf,grand-prix-boston-2009,TopFinish,3500,
ben-stark,grand-prix-boston-2009,TopFinish,2300,
david-feinstein,grand-prix-boston-2009,TopFinish,1500,
jason-lundberg,grand-prix-boston-2009,TopFinish,1500,
jonathan-pearlman,grand-prix-boston-2009,TopFinish,1000,
brian-lynch,grand-prix-boston-2009,TopFinish,1000,
bradley-wojceshonek,grand-prix-boston-2009,TopFinish,1000,
zach-efland,grand-prix-boston-2009,TopFinish,1000,
cristian-cespedes,nationals-chile-2009,TopFinish,0,
sebastian-hurtado,nationals-chile-2009,TopFinish,0,
raimundo-meza,nationals-chile-2009,TopFinish,0,
juan-reutter,nationals-chile-2009,TopFinish,0,
kevin-grove,nationals-netherlands-2009,TopFinish,0,
niels-noorlander,nationals-netherlands-2009,TopFinish,0,
tom-van-lamoen,nationals-netherlands-2009,TopFinish,0,
johnny-niemeijer,nationals-netherlands-2009,TopFinish,0,
frank-roelofs,nationals-netherlands-2009,TopFinish,0,
kenny-koorneef,nationals-netherlands-2009,TopFinish,0,
frank-karsten,nationals-netherlands-2009,TopFinish,0,
steffen-van-de-veen,nationals-netherlands-2009,TopFinish,0,
paulo-vitor-damo-da-rosa,nationals-brazil-2009,TopFinish,0,
carlos-romao,nationals-brazil-2009,TopFinish,0,
aristides-camara,nationals-brazil-2009,TopFinish,0,
eloi-pattaro,nationals-brazil-2009,TopFinish,0,
gilles-mongilardi,nationals-france-2009,TopFinish,0,
antoine-menard,nationals-france-2009,TopFinish,0,
guillaume-matignon,nationals-france-2009,TopFinish,0,
louis-deltour,nationals-france-2009,TopFinish,0,
yann-hamon,nationals-france-2009,TopFinish,0,
olivier-ruel,nationals-france-2009,TopFinish,0,
yohan-allouche,nationals-france-2009,TopFinish,0,
albert-camille-olivier,nationals-france-2009,TopFinish,0,
tamas-nagy,nationals-hungary-2009,TopFinish,0,
gabor-kocsis,nationals-hungary-2009,TopFinish,0,
tamas-horvath,nationals-hungary-2009,TopFinish,0,
csaba-racz,nationals-hungary-2009,TopFinish,0,
gergely-gulyas,nationals-hungary-2009,TopFinish,0,
tamas-glied,nationals-hungary-2009,TopFinish,0,
janos-konkoly,nationals-hungary-2009,TopFinish,0,
marton-illes,nationals-hungary-2009,TopFinish,0,
chris-black,nationals-ireland-2009,TopFinish,0,
edward-kane,nationals-ireland-2009,TopFinish,0,
david-kearney,nationals-ireland-2009,TopFinish,0,
conor-holmes,nationals-ireland-2009,TopFinish,0,
ogie-jaro,nationals-philippines-2009,TopFinish,0,
james-porter,nationals-philippines-2009,TopFinish,0,
andrey-kochurov,nationals-russia-2009,TopFinish,0,
